Pm,Ω,e/a,EWF,G,ad-e/n,ad-G,δ-e/n,δ-ρ,Phase
2,2.1913,1.75,4.5095,63.175,0.0779,34.2675,0.478,0.3205,IM
1,12.9659,1.75,4.5585,69.26,0.0506,27.004,0.1908,0.3223,BCC+FCC
1,15.2941,1.65,4.587,74.83,0.0502,28.144,0.1865,0.2809,BCC+FCC
1,32.1912,1.75,4.5195,66.42,0.0455,24.98,0.1836,0.2819,BCC+FCC
1,2.2326,1.8,4.6805,77.85,0.0455,24.71,0.1624,0.2367,BCC+FCC
1,1.9307,1.85,4.556,81.175,0.0423,24.235,0.1731,0.3172,BCC+FCC
1,2.3019,1.9,4.653,72.305,0.0484,24.914,0.1801,0.2473,BCC+FCC
4,1.6196,1.9,4.578,62.035,0.0891,31.532,0.4203,0.3069,IM
1,3.5277,1.95,4.6435,62.19,0.0441,21.921,0.1785,0.2976,BCC+FCC
3,1.5564,1.8,4.5385,61.95,0.1003,34.985,0.5273,0.3152,IM
2,1.5827,1.7,4.543,59.015,0.0972,36.971,0.5127,0.2743,IM
1,1.5926,2.05,4.755,66.095,0.0532,28.0355,0.1851,0.366,BCC+FCC
2,30.6607,1.95,4.148,25.9,0.0423,6.86,0.3904,0.4817,BCC
1,3.9647,1.8,4.693,72.445,0.0463,17.3725,0.1825,0.1638,BCC+FCC
3,3.4196,2.05,4.7765,61.12,0.0251,20.89,0.1113,0.1747,FCC
1,1.6206,1.95,4.736,73.83,0.0511,25.128,0.189,0.3009,BCC+FCC
1,1.4134,2.05,4.73,59.145,0.0512,27.3995,0.1956,0.318,BCC+FCC
1,2.6094,2.0,4.776,51.375,0.0426,18.8725,0.1618,0.3249,BCC+FCC
3,7.8354,1.75,4.7475,65.17,0.0378,21.06,0.1719,0.094,FCC
2,1.726,1.75,4.5675,62.94,0.0832,37.026,0.4225,0.341,IM
1,1.4591,2.15,4.626,65.955,0.0458,21.0585,0.1848,0.302,BCC+FCC
1,1.5908,2.05,4.6535,67.67,0.0464,20.382,0.1972,0.2746,BCC+FCC
1,1.8371,2.0,4.6335,74.43,0.0468,23.948,0.1753,0.3234,BCC+FCC
4,1.6191,1.75,4.5725,61.42,0.1111,31.604,0.565,0.3117,IM
4,202.1133,1.7,4.82,65.87,0.0378,20.12,0.1488,0.1067,FCC
1,0.9962,2.1,4.775,51.175,0.054,21.3775,0.2068,0.2959,BCC+FCC
2,1.7117,1.85,4.4785,57.175,0.0643,33.2625,0.3849,0.3349,IM
1,1.3878,2.25,4.74,60.715,0.0392,23.8835,0.1569,0.362,BCC+FCC
1,7.5279,1.5,4.5315,79.88,0.0482,21.922,0.1773,0.1772,BCC+FCC
4,1.5329,1.75,4.575,62.93,0.1159,32.24,0.5951,0.328,IM
1,10.9601,1.5,4.5515,76.43,0.0532,22.201,0.1797,0.1799,BCC+FCC
1,1.1824,2.0,4.8245,60.595,0.0487,23.3055,0.1935,0.1943,BCC+FCC
1,1.5355,2.0,4.842,67.43,0.0504,26.737,0.1751,0.2898,BCC+FCC
3,2.3735,1.75,4.475,62.33,0.0852,31.362,0.5187,0.3042,IM
1,1.7784,1.95,4.737,76.475,0.0485,21.3975,0.1695,0.2839,BCC+FCC
4,26.7023,1.9,4.9325,60.655,0.0217,19.9505,0.0993,0.0755,FCC
1,1.406,2.05,4.695,67.535,0.051,25.7745,0.1989,0.3155,BCC+FCC
2,10.5861,1.9,4.894,67.98,0.0348,21.804,0.1624,0.1666,FCC
3,1.8696,1.75,4.52,60.44,0.0887,31.522,0.4811,0.3393,IM
2,2.0009,1.6,4.534,63.815,0.1211,32.765,0.5831,0.3237,IM
2,3.5687,2.0,4.8575,66.605,0.0292,19.064,0.1241,0.1026,FCC
1,5.7798,1.9,4.6855,71.72,0.0417,18.012,0.1589,0.2364,BCC+FCC
1,10.9664,1.75,4.6205,65.715,0.0472,19.272,0.1923,0.1696,BCC+FCC
3,1.586,1.8,4.513,62.93,0.0853,32.416,0.4534,0.2967,IM
2,1.5268,1.85,4.471,57.145,0.1009,32.484,0.5521,0.3282,IM
3,11.9498,1.75,4.809,69.05,0.0372,22.56,0.1505,0.127,FCC
1,3.829,1.8,4.803,76.02,0.0467,22.232,0.1636,0.2354,BCC+FCC
3,1.8971,1.7,4.59,59.885,0.1129,30.759,0.5196,0.2914,IM
1,1.5923,2.1,4.6745,72.74,0.0432,17.63,0.1718,0.2871,BCC+FCC
1,2.5753,1.6,4.465,69.055,0.0648,43.445,0.3819,0.285,IM
2,14.8249,1.8,4.133,30.82,0.0417,11.088,0.5007,0.3463,BCC
1,1.7099,2.0,4.6835,74.61,0.0505,20.895,0.1794,0.325,BCC+FCC
1,1.9032,2.05,4.6015,53.065,0.0494,23.661,0.1894,0.3758,BCC+FCC
1,8.9613,1.8,4.8975,64.605,0.0275,22.135,0.1466,0.0552,FCC
1,1.9194,1.8,4.571,80.515,0.0461,21.9575,0.1918,0.2641,BCC+FCC
1,2.8262,2.05,4.5215,68.765,0.0334,16.239,0.1388,0.1824,FCC
2,1.6591,1.8,4.484,64.42,0.0841,36.178,0.4614,0.3484,IM
2,2.4375,1.95,4.9065,62.67,0.0378,23.32,0.1764,0.1645,FCC
1,4.3972,1.9,4.676,57.395,0.0464,23.8135,0.1733,0.3249,BCC+FCC
1,4.7564,1.9,4.665,72.585,0.0322,18.361,0.1276,0.0986,FCC
1,9.7791,1.65,4.612,58.15,0.0537,23.38,0.1842,0.2847,BCC+FCC
2,1.6432,1.8,4.555,60.295,0.1006,30.294,0.5483,0.3456,IM
1,2.5805,2.05,4.6325,62.395,0.0454,26.215,0.174,0.3611,BCC+FCC
3,1.4933,1.7,4.508,55.395,0.1017,31.3925,0.5395,0.2838,IM
3,1.7188,1.85,4.52,64.5,0.1201,30.74,0.5676,0.3371,IM
3,1.5655,1.8,4.616,59.68,0.101,32.196,0.5176,0.363,IM
1,3.6052,1.85,4.7005,74.595,0.0468,17.2675,0.1596,0.2343,BCC+FCC
1,135.8713,1.65,4.688,68.41,0.0474,26.8,0.1697,0.235,BCC+FCC
1,2.2862,1.95,4.7335,51.36,0.0515,18.996,0.1836,0.3316,BCC+FCC
1,1.1356,2.2,4.8325,58.535,0.0465,24.325,0.1782,0.3422,BCC+FCC
2,23.4074,1.65,4.218,44.355,0.0408,13.4815,0.45,0.4055,BCC
1,1.9323,2.0,4.64,51.68,0.0475,21.192,0.1924,0.3156,BCC+FCC
1,10.2973,1.75,4.6335,52.095,0.0505,18.362,0.1825,0.3259,BCC+FCC
1,15.9695,1.55,4.678,67.045,0.0511,26.7195,0.1758,0.2358,BCC+FCC
1,1.9738,1.95,4.711,50.38,0.0443,18.842,0.1958,0.2457,BCC+FCC
4,11.9903,1.85,4.75,69.05,0.0292,17.035,0.1126,0.085,FCC
4,3.3847,2.05,4.5665,69.87,0.0248,15.855,0.1038,0.1679,FCC
2,6.0574,1.9,4.849,70.795,0.0316,21.7065,0.1226,0.1698,FCC
1,294.6051,1.6,4.6195,65.565,0.0537,29.418,0.1904,0.2844,BCC+FCC
1,1.7312,2.05,4.604,55.02,0.0465,15.888,0.1746,0.2081,BCC+FCC
1,1.9085,1.95,4.697,66.275,0.0448,23.2425,0.1914,0.1909,BCC+FCC
1,2.6403,2.0,4.669,74.2,0.0337,11.85,0.1372,0.1266,FCC
4,7.2472,1.95,4.699,60.545,0.0344,19.885,0.204,0.2678,FCC
1,1.41,2.15,4.8,54.6,0.0464,22.54,0.1796,0.3421,BCC+FCC
3,1.8207,1.8,4.582,62.77,0.1008,37.541,0.501,0.3517,IM
4,2.1266,1.7,4.555,63.945,0.1017,36.5375,0.567,0.3386,IM
1,2.3752,1.9,4.6935,50.725,0.0452,18.635,0.2005,0.246,BCC+FCC
1,11.4649,1.7,4.673,74.51,0.0463,20.536,0.1782,0.201,BCC+FCC
1,1.7979,2.15,4.6725,66.82,0.0428,23.404,0.169,0.3608,BCC+FCC
1,1.8965,2.0,4.768,65.065,0.05,24.055,0.1817,0.2522,BCC+FCC
1,2.2941,1.9,4.6735,63.395,0.0473,22.576,0.2065,0.2449,BCC+FCC
1,1.4649,2.1,4.655,63.66,0.046,25.388,0.1875,0.3127,BCC+FCC
4,12.1092,1.5,4.3925,80.39,0.0419,34.648,0.3646,0.3476,BCC
1,1.134,2.25,4.7315,57.805,0.0477,24.715,0.1844,0.3785,BCC+FCC
3,2.3979,1.85,4.495,63.955,0.1189,32.436,0.5479,0.3375,IM
1,1.3549,2.1,4.695,65.885,0.0482,24.6195,0.194,0.3148,BCC+FCC
1,5.5614,1.75,4.717,61.9,0.0461,20.62,0.1706,0.2529,BCC+FCC
1,3.8072,1.5,4.639,73.77,0.0479,22.986,0.1638,0.1754,BCC+FCC
1,3.2966,1.85,4.6345,75.68,0.0487,22.198,0.1834,0.2845,BCC+FCC
1,1.9051,1.95,4.7445,65.14,0.0461,21.758,0.1945,0.1921,BCC+FCC
3,1.6434,1.8,4.5805,65.715,0.1085,33.175,0.5135,0.2594,IM
1,5.5748,1.45,4.659,71.97,0.0509,24.013,0.1681,0.1774,BCC+FCC
1,14.8118,1.6,4.7605,66.87,0.0495,27.217,0.1725,0.236,BCC+FCC
1,3.2575,1.95,4.555,79.45,0.0356,6.78,0.1448,0.1066,FCC
1,2.3369,1.95,4.7205,70.265,0.0452,24.232,0.1696,0.2446,BCC+FCC
3,1.579,1.85,4.497,60.215,0.0794,30.538,0.4764,0.3253,IM
1,1.1327,2.2,4.665,67.145,0.047,21.287,0.1881,0.3404,BCC+FCC
1,4.7588,1.85,4.661,50.295,0.0457,15.7725,0.1807,0.2995,BCC+FCC
1,1.5179,2.0,4.7445,68.99,0.044,19.425,0.1917,0.1911,BCC+FCC
1,3.1902,1.85,4.6995,57.445,0.0444,21.8095,0.1949,0.191,BCC+FCC
4,9.4681,1.9,4.8975,64.39,0.0335,22.35,0.1625,0.0874,FCC
1,1.8198,2.0,4.6725,71.77,0.0516,26.869,0.186,0.3625,BCC+FCC
2,1.5886,1.6,4.4825,60.39,0.0992,33.337,0.5155,0.2956,IM
2,34.9533,1.8,4.188,36.725,0.04,15.415,0.409,0.4544,BCC
3,113.6097,1.55,4.21,46.84,0.0426,13.362,0.4727,0.3258,BCC
1,1.9336,1.85,4.6485,70.54,0.0465,32.196,0.1768,0.2973,BCC+FCC
1,1.3078,2.1,4.817,56.885,0.0535,20.882,0.198,0.2729,BCC+FCC
3,1.6301,1.7,4.595,61.84,0.1196,32.604,0.5604,0.296,IM
1,18.9544,1.85,4.6225,60.93,0.0313,18.46,0.1112,0.0804,FCC
3,2.2277,1.75,4.4845,57.975,0.0739,31.0225,0.4373,0.3297,IM
1,2.1391,1.9,4.6395,69.895,0.0453,22.827,0.192,0.1884,BCC+FCC
1,3.2715,1.95,4.6905,64.855,0.0481,19.3295,0.1838,0.2495,BCC+FCC
2,1.5928,1.85,4.5105,61.45,0.0897,33.3,0.5099,0.336,IM
4,24.5588,1.8,4.1245,33.355,0.0467,9.9815,0.4995,0.3952,BCC
1,1.2082,2.05,4.851,60.275,0.0508,25.535,0.1917,0.277,BCC+FCC
4,1.5986,1.75,4.5625,62.505,0.1053,32.6355,0.526,0.3381,IM
1,2.6148,1.9,4.752,65.905,0.0484,24.2445,0.1679,0.2837,BCC+FCC
3,1.641,1.75,4.5125,60.405,0.1113,31.496,0.5925,0.3218,IM
1,1.857,1.85,4.6345,65.92,0.0451,32.084,0.172,0.2903,BCC+FCC
1,2.0667,1.85,4.7885,49.075,0.0507,16.78,0.1978,0.2766,BCC+FCC
2,2.7561,1.85,4.5975,76.02,0.1064,38.95,0.499,0.375,IM
1,1.6531,1.95,4.706,67.33,0.0474,21.028,0.2053,0.245,BCC+FCC
1,1.5317,2.1,4.802,60.52,0.0466,22.17,0.1839,0.2657,BCC+FCC
1,1.4901,2.0,4.7625,56.41,0.0536,23.601,0.2138,0.2947,BCC+FCC
3,15.452,1.65,4.1625,38.985,0.0396,10.6565,0.6162,0.2935,BCC
1,217.7672,1.7,4.7055,62.565,0.043,25.388,0.1595,0.2334,BCC+FCC
1,1.9546,2.05,4.743,65.47,0.0457,21.953,0.1752,0.2499,BCC+FCC
2,1.727,1.8,4.484,63.265,0.1086,30.7115,0.6345,0.3376,IM
1,1.6052,2.1,4.8585,55.05,0.0417,22.835,0.1569,0.325,BCC+FCC
3,4.3463,2.0,4.8465,71.315,0.0335,19.669,0.1577,0.17,FCC
1,1.4145,2.0,4.715,71.02,0.0523,30.096,0.1845,0.3643,BCC+FCC
4,19.0402,1.75,4.2415,37.985,0.0416,15.195,0.3817,0.5111,BCC
1,2.2737,1.8,4.7045,66.05,0.0508,32.5,0.1804,0.2897,BCC+FCC
3,1.491,1.7,4.472,60.415,0.098,32.4865,0.6193,0.2948,IM
3,1.5639,1.8,4.57,63.395,0.094,37.4435,0.4951,0.3347,IM
1,1.7615,2.1,4.7045,60.265,0.0427,21.915,0.176,0.2623,BCC+FCC
1,5.7913,1.85,4.592,56.425,0.0413,20.06,0.1916,0.2268,BCC+FCC
4,1.5788,1.85,4.498,61.23,0.099,32.809,0.5839,0.358,IM
1,1.7519,1.95,4.675,45.97,0.0504,14.611,0.2085,0.2931,BCC+FCC
1,2.4498,1.85,4.6435,75.46,0.0487,28.332,0.179,0.3224,BCC+FCC
1,9.3291,1.65,4.6195,74.915,0.0524,28.212,0.1896,0.2828,BCC+FCC
1,2.1015,2.0,4.6155,58.52,0.0446,20.502,0.1843,0.1798,BCC+FCC
3,2.41,1.7,4.4925,65.13,0.1053,33.846,0.5129,0.3129,IM
1,2.4108,1.7,4.6355,87.685,0.0461,18.7705,0.1805,0.2007,BCC+FCC
1,25.1775,1.7,4.6295,61.43,0.0474,27.249,0.1772,0.2828,BCC+FCC
1,1.5223,2.0,4.746,74.035,0.0512,24.661,0.1783,0.3265,BCC+FCC
3,3.2503,1.95,4.889,61.365,0.0346,21.325,0.1711,0.1614,FCC
1,1.9699,1.8,4.566,66.915,0.045,32.9265,0.1883,0.2723,BCC+FCC
1,1.9803,1.75,4.6495,68.295,0.0433,34.6345,0.1664,0.255,BCC+FCC
4,24.2485,1.65,4.1925,43.025,0.0383,12.4925,0.452,0.3823,BCC
1,2.1994,1.85,4.7055,74.145,0.045,25.8615,0.1582,0.2367,BCC+FCC
3,1.5401,1.6,4.49,59.905,0.0966,33.6765,0.497,0.2935,IM
4,11.5245,1.75,4.8175,58.545,0.0271,19.8785,0.1213,0.0861,FCC
3,1.5171,1.8,4.601,64.645,0.1015,34.415,0.485,0.3038,IM
3,1.5645,1.85,4.51,57.58,0.0892,33.624,0.4636,0.3543,IM
4,3.8691,1.95,4.784,58.97,0.0327,20.787,0.1687,0.1633,FCC
2,14.5869,1.6,4.2315,43.74,0.0413,12.68,0.5742,0.3412,BCC
1,4.7147,1.55,4.5655,69.04,0.0481,23.776,0.185,0.2001,BCC+FCC
1,1.2683,2.0,4.846,52.34,0.0505,21.082,0.2011,0.2488,BCC+FCC
1,1.109,2.25,4.855,56.775,0.0434,23.6125,0.1609,0.3646,BCC+FCC
2,1.5922,1.7,4.474,62.38,0.0895,31.796,0.4605,0.2918,IM
4,50.8175,1.8,4.8375,64.275,0.0357,18.7275,0.1962,0.1971,FCC
3,6.2982,1.9,4.86,61.755,0.0287,20.595,0.1561,0.0496,FCC
3,1.9774,1.7,4.527,57.26,0.0965,33.22,0.5365,0.293,IM
2,2.1016,1.7,4.61,64.5,0.1017,36.26,0.525,0.3415,IM
3,1.7475,1.85,4.5875,62.535,0.1124,32.6785,0.4704,0.3884,IM
3,1.7371,1.8,4.5235,62.6,0.0909,36.22,0.4725,0.3288,IM
2,2.469,2.0,4.8975,60.915,0.0341,19.7165,0.1439,0.118,FCC
1,1.5592,2.1,4.816,53.385,0.0476,21.019,0.1723,0.3308,BCC+FCC
4,9.5312,1.7,4.659,71.0,0.0367,22.84,0.1423,0.1716,FCC
1,1.945,2.05,4.6235,74.185,0.0414,21.3725,0.1594,0.3192,BCC+FCC
1,2.1488,2.1,4.6275,56.66,0.0411,22.696,0.1758,0.3372,BCC+FCC
3,1.6631,1.8,4.565,61.475,0.0962,30.76,0.5131,0.3263,IM
1,1.4453,2.0,4.7185,71.72,0.0508,26.404,0.177,0.3266,BCC+FCC
1,2.0245,1.85,4.806,60.415,0.0512,23.6365,0.1881,0.3021,BCC+FCC
2,1.5884,1.8,4.57,60.355,0.1029,31.316,0.5037,0.3063,IM
1,1.4772,2.0,4.68,58.375,0.048,29.5575,0.1777,0.3403,BCC+FCC
1,1.8404,2.05,4.6585,70.725,0.0462,24.7575,0.1727,0.3251,BCC+FCC
3,14.2752,1.65,4.174,40.665,0.0331,12.602,0.4117,0.3763,BCC
3,2.0083,1.75,4.468,62.13,0.1088,34.659,0.5684,0.3073,IM
1,1.8306,1.95,4.777,68.91,0.0501,28.069,0.1761,0.2894,BCC+FCC
1,3.6206,1.95,4.5665,73.17,0.031,17.505,0.1205,0.1712,FCC
3,32.5698,1.75,4.1895,36.48,0.0444,12.86,0.4313,0.4319,BCC
1,2.5096,1.95,4.82,67.13,0.0372,18.641,0.1679,0.0676,FCC
1,2.0802,1.8,4.652,64.7,0.0447,31.27,0.176,0.2245,BCC+FCC
2,1.8504,1.8,4.513,58.19,0.0946,30.866,0.5046,0.2856,IM
2,24.4101,1.75,4.1575,38.4,0.0368,14.01,0.4471,0.4002,BCC
1,5.9472,1.8,4.5325,80.965,0.0315,14.245,0.1211,0.0851,FCC
3,5.5861,1.95,4.93,65.465,0.0321,19.362,0.1906,0.1941,FCC
1,2.619,1.8,4.6855,73.745,0.0429,28.916,0.1542,0.2358,BCC+FCC
1,2.585,1.8,4.7295,71.91,0.0496,31.029,0.1744,0.2847,BCC+FCC
4,21.0171,1.8,4.159,41.43,0.038,15.529,0.4774,0.4049,BCC
3,15.545,1.65,4.1505,42.93,0.0389,15.928,0.4508,0.3153,BCC
2,1.2619,1.75,4.5775,63.5,0.1011,32.53,0.4921,0.3319,IM
1,1.7268,1.95,4.6985,69.66,0.0489,26.142,0.1924,0.2728,BCC+FCC
1,1.3708,2.1,4.6465,55.25,0.0523,24.135,0.2105,0.3308,BCC+FCC
1,1.6857,1.85,4.6585,72.395,0.0461,33.2755,0.1715,0.3242,BCC+FCC
1,2.3356,1.95,4.746,59.185,0.0499,24.952,0.1755,0.3268,BCC+FCC
4,13.0648,1.75,4.8625,74.645,0.0362,18.477,0.1607,0.0724,FCC
1,1.8682,1.95,4.7695,66.77,0.0491,28.78,0.1734,0.2892,BCC+FCC
1,8.5789,1.6,4.613,70.725,0.0478,25.3925,0.1732,0.2337,BCC+FCC
3,37.2757,1.85,4.724,58.305,0.0316,18.896,0.1309,0.1755,FCC
3,1.7813,1.7,4.5025,61.395,0.1068,31.5235,0.5241,0.3072,IM
2,1.6671,1.9,4.5705,60.54,0.0884,30.918,0.4176,0.3574,IM
1,1.348,2.1,4.5465,56.125,0.0468,25.7875,0.1905,0.3229,BCC+FCC
3,1.5761,1.7,4.622,63.45,0.1023,36.05,0.5161,0.2693,IM
3,2.3896,1.55,4.571,61.775,0.1149,33.34,0.4987,0.2924,IM
1,1.503,2.1,4.6925,70.52,0.0503,22.982,0.182,0.3634,BCC+FCC
3,3.3938,1.9,4.79,78.21,0.0371,13.224,0.1465,0.1102,FCC
1,1.8507,2.05,4.681,71.645,0.048,21.587,0.1811,0.3269,BCC+FCC
1,2.319,2.05,4.6675,54.005,0.0455,23.267,0.1704,0.3633,BCC+FCC
3,1.5787,1.9,4.5705,61.875,0.1003,31.34,0.4844,0.3356,IM
1,1.6156,2.1,4.6985,71.3,0.0464,22.07,0.1748,0.3266,BCC+FCC
1,3.9318,2.0,4.509,69.865,0.0298,15.1625,0.1183,0.1698,FCC
2,1.9179,1.8,4.595,66.425,0.0834,35.3225,0.4389,0.3399,IM
2,78.6901,1.75,4.2155,33.37,0.0423,13.778,0.3594,0.4064,BCC
1,2.5515,1.95,4.6465,67.9,0.0447,22.07,0.1718,0.1984,BCC+FCC
1,7.6197,1.75,4.6085,65.15,0.0526,28.255,0.1915,0.3252,BCC+FCC
3,1.658,1.85,4.471,62.93,0.0912,31.91,0.5119,0.3432,IM
1,1.6894,2.05,4.53,62.74,0.0416,26.886,0.17,0.3048,BCC+FCC
1,2.1386,1.8,4.6195,76.135,0.0461,30.048,0.1783,0.2862,BCC+FCC
3,2.4576,1.6,4.5725,65.275,0.1115,35.82,0.5712,0.2733,IM
1,1.03,2.2,4.6965,67.845,0.0508,23.777,0.1932,0.3766,BCC+FCC
1,4.346,1.9,4.9225,64.575,0.032,21.585,0.1373,0.1048,FCC
