Pm,e/a,EWF,ad-e/n,δ-e/n,δ-ρ,δ-Ec,δ-G,δ-υ,Phase
1,1.75,4.5075,0.0874,0.5953,0.4557,0.2584,0.4319,0.1129,IM
3,1.561,4.7301,0.0497,0.212,0.0815,0.2084,0.3818,0.2065,IM
3,1.8889,4.5733,0.0492,0.2202,0.3531,0.2179,0.5043,0.2167,IM
1,1.8333,4.5967,0.0776,0.4096,0.5383,0.3609,0.4082,0.1334,BCC
1,1.9231,4.6492,0.0501,0.1841,0.349,0.1103,0.4757,0.1814,BCC+FCC
4,1.7619,4.7657,0.0384,0.1562,0.1311,0.0399,0.3675,0.2317,FCC
3,1.75,4.1825,0.0397,0.3949,0.395,0.1403,0.8489,0.0936,BCC
1,1.7143,4.7786,0.041,0.1744,0.0987,0.1246,0.3333,0.224,IM
1,1.8333,4.705,0.0508,0.1796,0.2977,0.1066,0.3778,0.1476,BCC+FCC
3,1.6364,4.2191,0.0331,0.3427,0.3496,0.1335,0.8443,0.1094,BCC
3,1.5,4.337,0.0273,0.2419,0.2857,0.1537,0.765,0.1304,BCC
1,1.6429,4.745,0.0491,0.1843,0.1522,0.0477,0.3518,0.2483,BCC+FCC
3,1.95,4.6795,0.0958,0.3782,0.3015,0.1255,0.5859,0.1386,IM
4,1.8214,4.8107,0.0301,0.1156,0.0809,0.0278,0.3163,0.2092,FCC
3,2,4.1325,0.0402,0.4839,0.4822,0.1799,0.5606,0.0778,BCC
1,1.8696,4.6357,0.0622,0.2702,0.3008,0.266,0.4626,0.2039,IM
2,1.7,4.35,0.0361,0.2277,0.3241,0.2564,0.7085,0.2112,IM
1,1.8889,4.7828,0.0506,0.1736,0.3001,0.0888,0.471,0.2362,BCC+FCC
1,1.8889,4.3489,0.0532,0.4101,0.5877,0.3236,0.5871,0.0907,IM
1,1.6,4.7525,0.0601,0.2511,0.1131,0.2026,0.3478,0.2066,IM
3,1.8182,4.2291,0.0465,0.3375,0.3778,0.1729,0.3633,0.0526,BCC
3,1.9091,4.4777,0.0305,0.1269,0.2116,0.1505,0.2579,0.1461,IM
1,1.5349,4.5477,0.0809,0.4317,0.3673,0.2776,0.5233,0.2297,IM
3,1.7273,4.3564,0.0386,0.2211,0.3359,0.2789,0.6299,0.2314,IM
3,2,4.2963,0.0373,0.2354,0.3895,0.2808,0.2961,0.0753,IM
1,2,4.6883,0.0767,0.3598,0.5499,0.3681,0.4221,0.1342,IM
1,1.9706,4.6329,0.0517,0.1886,0.3742,0.1127,0.4897,0.1774,BCC+FCC
2,1.75,4.4275,0.039,0.2082,0.4621,0.2674,0.641,0.2263,BCC
1,1.5,4.32,0.0257,0.2206,0.2892,0.1563,0.8133,0.125,BCC
3,1.9524,4.731,0.0521,0.2092,0.1494,0.1315,0.3369,0.1342,IM
3,1.6667,4.3133,0.042,0.2771,0.2667,0.1587,0.673,0.1078,BCC
4,1.9,4.39,0.0194,0.0763,0.056,0.178,0.2102,0.1896,FCC
3,1.75,4.125,0.0245,0.3015,0.3529,0.1088,0.4667,0.074,BCC
3,2.11,4.4238,0.0272,0.1174,0.2315,0.1823,0.2157,0.1189,IM
3,2,4.5833,0.0281,0.1013,0.0749,0.1758,0.0268,0.0988,FCC
1,1.8182,4.6373,0.0473,0.1778,0.3094,0.1054,0.4718,0.1964,BCC+FCC
1,1.5556,4.5344,0.0831,0.4588,0.4047,0.2833,0.5105,0.2244,IM
3,1.5263,4.3509,0.0337,0.2608,0.2808,0.1521,0.7052,0.1302,IM
3,1.9231,4.7277,0.053,0.2118,0.2938,0.1806,0.4777,0.2038,IM
3,1.6383,4.2979,0.0393,0.2823,0.2724,0.164,0.7274,0.1055,BCC
3,2.1429,4.7971,0.0309,0.1265,0.2712,0.0824,0.3645,0.1423,BCC+FCC
2,1.6,4.406,0.0356,0.3466,0.4577,0.1901,0.6071,0.1425,BCC
1,1.9555,4.3303,0.0114,0.1165,0.191,0.1162,0.3741,0.0986,BCC
1,2,4.655,0.0382,0.1486,0.2921,0.0856,0.4002,0.1908,BCC
3,2.0303,4.5976,0.0462,0.175,0.3715,0.1019,0.4131,0.1624,IM
3,1.625,4.245,0.0461,0.4076,0.3802,0.1672,0.6867,0.0881,BCC
1,1.7917,4.6583,0.0546,0.2355,0.214,0.2033,0.346,0.1753,BCC
1,1.8,4.543,0.0418,0.1617,0.2306,0.1488,0.3111,0.1684,BCC+FCC
3,1.91,4.365,0.0187,0.074,0.0543,0.184,0.1997,0.1854,FCC
3,2,4.6678,0.0431,0.1657,0.3412,0.1162,0.3978,0.1195,IM
2,1.6,4.306,0.0314,0.3117,0.4477,0.1678,0.6935,0.1217,IM
3,1.7619,4.6673,0.0567,0.2176,0.2674,0.1079,0.4855,0.2016,IM
3,1.7886,4.6293,0.0653,0.2509,0.2939,0.1118,0.5375,0.1999,IM
3,2,4.6979,0.0424,0.1619,0.3301,0.1156,0.3945,0.1193,IM
4,1.8136,4.8261,0.0372,0.1373,0.1588,0.0633,0.331,0.1988,FCC
3,2.286,4.5699,0.0476,0.1812,0.4752,0.1182,0.5506,0.1736,BCC
3,1.6765,4.2441,0.0366,0.2817,0.2561,0.1755,0.5849,0.0619,BCC
3,1.6364,4.2445,0.0365,0.3484,0.3781,0.1533,0.8333,0.1076,BCC
1,1.7987,4.6642,0.0542,0.2144,0.2907,0.1971,0.4521,0.1891,BCC+FCC
1,1.6,4.506,0.0861,0.5146,0.443,0.2886,0.4822,0.2124,IM
3,1.8333,4.7833,0.0705,0.2783,0.1483,0.1829,0.3498,0.1263,IM
2,1.8595,4.78,0.0453,0.1798,0.2042,0.0603,0.4278,0.2177,FCC
1,1.75,4.8456,0.0461,0.1581,0.1961,0.0625,0.4174,0.2512,FCC
1,1.7273,4.6527,0.0683,0.2999,0.2215,0.2762,0.4335,0.2119,IM
1,1.7143,4.6377,0.0637,0.2849,0.1027,0.286,0.338,0.2105,IM
3,1.6,4.55,0.0348,0.1394,0.0832,0.1359,0.1754,0.1576,BCC+FCC
3,1.7917,4.7112,0.053,0.2089,0.2012,0.0538,0.4537,0.2321,IM
4,1.1585,4.411,0.0741,0.5421,0.0238,0.2056,0.2768,0.0794,IM
1,1.5128,4.6731,0.0711,0.3209,0.0913,0.2707,0.439,0.2433,IM
3,1.7778,4.7333,0.0416,0.1589,0.1178,0.0769,0.3467,0.219,IM
3,1.8696,4.7196,0.065,0.2591,0.1582,0.1714,0.3746,0.1337,IM
3,1.8148,4.7426,0.0725,0.288,0.1562,0.1872,0.371,0.13,IM
3,1.8751,4.2013,0.0349,0.3624,0.534,0.1868,0.5747,0.0809,IM
3,1.75,4.3775,0.0369,0.2447,0.4657,0.2905,0.7467,0.1204,BCC
3,1.875,4.2025,0.0437,0.3397,0.4352,0.169,0.2597,0.0271,BCC
1,1.6364,4.6573,0.0732,0.3174,0.158,0.253,0.448,0.2207,IM
1,1.9565,4.6017,0.0384,0.1466,0.2609,0.1443,0.3802,0.2171,BCC+FCC
1,1.9231,4.6585,0.0809,0.3904,0.5312,0.3664,0.4504,0.1558,IM
3,1.9231,4.6508,0.05,0.2073,0.2922,0.1815,0.4075,0.1838,IM
3,1.8889,4.2489,0.0468,0.3056,0.2998,0.2239,0.3591,0.0731,IM
3,1.8148,4.6556,0.0511,0.1858,0.3128,0.1076,0.4014,0.1557,IM
1,2.0439,4.211,0.0126,0.0787,0.1464,0.1572,0.1677,0.1568,BCC
1,1.9231,4.6723,0.0529,0.1902,0.3496,0.1121,0.4159,0.1443,BCC+FCC
2,1.7737,4.8444,0.0412,0.1736,0.0817,0.1412,0.3047,0.2042,IM
3,1.8214,4.7571,0.0719,0.2848,0.1534,0.1858,0.3635,0.1288,IM
3,2.14,4.4407,0.0302,0.1284,0.262,0.1819,0.244,0.1229,IM
3,1.5,4.42,0.0551,0.4082,0.4701,0.2651,0.4842,0.2266,BCC
3,1.7458,4.6881,0.0472,0.1768,0.2268,0.1182,0.4126,0.1919,BCC+FCC
3,1.6667,4.2933,0.0385,0.3729,0.5103,0.2081,0.4236,0.0755,BCC
1,1.7333,4.6467,0.0605,0.2693,0.1039,0.2764,0.3312,0.2106,IM
1,1.9091,4.6782,0.0554,0.2257,0.3199,0.1965,0.4479,0.1967,BCC
3,1.9168,4.7175,0.056,0.2233,0.3063,0.1879,0.4259,0.1886,IM
3,1.5882,4.3765,0.0352,0.2276,0.3393,0.2091,0.6552,0.1126,BCC
3,1.4,4.68,0.0728,0.2952,0.1201,0.2471,0.3012,0.1528,FCC
1,1.6,4.39,0.0544,0.5124,0.43,0.2421,0.4931,0.2213,IM
3,1.8095,4.3657,0.0483,0.361,0.5301,0.2274,0.5684,0.1086,BCC
3,1.7541,4.6754,0.0489,0.1836,0.2276,0.1252,0.4121,0.1893,IM
3,1.9,4.619,0.1039,0.4275,0.2716,0.1668,0.5972,0.13,IM
1,2.1042,4.3635,0.0258,0.1148,0.2278,0.1915,0.2614,0.1949,FCC
3,1.8,4.5802,0.0392,0.1497,0.2634,0.077,0.3399,0.1928,IM
3,1.6363,4.3145,0.0404,0.2785,0.2725,0.1598,0.7013,0.1115,BCC
4,1.8251,4.6575,0.0288,0.1518,0.0874,0.1264,0.2826,0.1812,IM
1,1.8333,4.6217,0.0659,0.2935,0.2944,0.2838,0.4664,0.2025,IM
1,2.0833,4.5475,0.0662,0.3649,0.6604,0.3808,0.559,0.1733,IM
3,1.6927,4.226,0.0348,0.3854,0.4477,0.1686,0.4455,0.0768,BCC
3,2,4.7375,0.0432,0.1741,0.1418,0.0893,0.2966,0.1342,FCC
3,1.7497,4.8149,0.0472,0.2071,0.0982,0.1651,0.3936,0.2112,FCC
1,1.9524,4.6819,0.0505,0.1984,0.3218,0.1614,0.4483,0.2009,BCC
3,2,4.4978,0.0593,0.3253,0.3704,0.2652,0.2422,0.0726,IM
3,1.898,4.5841,0.0565,0.254,0.3643,0.2088,0.4515,0.1801,IM
1,1.5455,4.7364,0.0729,0.3108,0.1242,0.2258,0.3238,0.1964,IM
3,1.7059,4.6712,0.0494,0.1967,0.1723,0.0523,0.3136,0.2078,BCC
1,1.9474,4.6747,0.0353,0.1413,0.2525,0.0758,0.3745,0.1954,BCC+FCC
1,2.0833,4.6225,0.0518,0.1998,0.3825,0.1115,0.523,0.2004,BCC
1,1.8333,4.68,0.0469,0.1741,0.2971,0.1049,0.448,0.1889,BCC+FCC
1,1.6667,4.6633,0.0527,0.2113,0.199,0.0584,0.451,0.2633,IM
3,2.0769,4.8369,0.025,0.1027,0.2003,0.0626,0.3318,0.1477,FCC
1,1.7674,4.4581,0.0438,0.2467,0.3804,0.2691,0.4364,0.1661,BCC
3,1.75,4.84,0.0389,0.1374,0.0908,0.0789,0.3015,0.2243,FCC
3,1.98,4.586,0.0248,0.0964,0.0723,0.1604,0.1298,0.1354,FCC
3,1.8182,4.7982,0.0431,0.1755,0.1609,0.0441,0.412,0.2218,BCC
1,2,4.5712,0.0626,0.2456,0.3985,0.1314,0.5716,0.1815,BCC
3,2,4.3025,0.0361,0.224,0.395,0.2841,0.2879,0.074,BCC
1,1.7547,4.666,0.0646,0.2798,0.2256,0.2633,0.4281,0.2134,IM
3,1.75,4.4625,0.0666,0.3898,0.5303,0.3424,0.3943,0.1818,IM
1,1.75,4.5913,0.0901,0.4494,0.4848,0.3479,0.5061,0.1772,IM
3,1.6667,4.8833,0.0423,0.1465,0.0956,0.0348,0.3827,0.2599,FCC
3,1.902,4.6922,0.0578,0.2345,0.3334,0.2037,0.4677,0.2026,IM
3,2,4.6517,0.0614,0.2349,0.3533,0.1271,0.464,0.1289,BCC+FCC
1,1.3994,4.3998,0.0292,0.2875,0.3193,0.0853,0.4688,0.119,BCC
2,2,4.29,0.0555,0.4057,0.6635,0.324,0.4332,0.0837,IM
1,1.96,4.688,0.0467,0.1759,0.3036,0.0906,0.4516,0.2119,BCC+FCC
1,1.7143,4.7757,0.0787,0.3148,0.1915,0.2285,0.5011,0.2028,BCC+FCC
1,1.7778,4.7611,0.0618,0.2857,0.3794,0.3013,0.392,0.2189,IM
3,2,4.6025,0.0809,0.2895,0.4371,0.1535,0.5106,0.106,FCC
3,2,4.2025,0.0588,0.4446,0.5608,0.2846,0.2104,0.0689,BCC
3,1.4,4.406,0.0407,0.2566,0.2694,0.2232,0.5773,0.2149,BCC
3,1.8375,4.1544,0.0425,0.4301,0.4398,0.1955,0.2769,0.0521,BCC
1,1.8,4.6107,0.0879,0.4337,0.4989,0.355,0.4912,0.1738,IM
3,2.0909,4.1818,0.0588,0.4408,0.5527,0.2782,0.2436,0.0798,IM
1,2,4.2929,0.0549,0.2823,0.3746,0.3725,0.513,0.1943,BCC+FCC
3,2.21,4.4388,0.0329,0.1401,0.3203,0.175,0.3007,0.1255,IM
3,1.8,4.346,0.0524,0.4284,0.5348,0.2286,0.6881,0.1223,BCC
3,1.9,4.631,0.0535,0.2255,0.3354,0.2064,0.4736,0.206,IM
3,1.8077,4.727,0.0729,0.2911,0.1591,0.1886,0.3789,0.1313,IM
3,1.8444,4.4611,0.0325,0.1452,0.2029,0.153,0.2925,0.1798,BCC
1,1.6154,4.7435,0.0422,0.1618,0.1233,0.0876,0.3931,0.209,IM
3,1.6053,4.2816,0.0329,0.2664,0.279,0.1673,0.7863,0.0991,BCC
3,1.5556,4.2256,0.0319,0.3421,0.3129,0.1173,0.7999,0.116,BCC
3,1.8182,4.6182,0.0383,0.1483,0.1105,0.1577,0.3126,0.2248,FCC
1,1.5405,4.7054,0.0757,0.3284,0.1137,0.2496,0.3725,0.2081,IM
1,1.6552,4.7007,0.0534,0.2114,0.1892,0.0952,0.4569,0.2104,IM
3,2.08,4.8019,0.0341,0.1504,0.2353,0.0702,0.3741,0.1498,IM
1,1.5714,4.3686,0.0377,0.3973,0.432,0.2195,0.5077,0.1023,IM
3,1.9,4.6616,0.0364,0.1522,0.1878,0.1155,0.244,0.1473,IM
1,1.8372,4.7521,0.0368,0.1425,0.1997,0.0624,0.373,0.2213,FCC
1,2.1515,4.4833,0.0329,0.1324,0.277,0.1854,0.3176,0.1933,FCC
1,2,4.24,0.0477,0.3233,0.3944,0.2827,0.2878,0.0809,IM
3,2,5.075,0.0119,0.0345,0.0039,0.0057,0.3463,0.1425,FCC
3,1.7826,4.6379,0.0636,0.244,0.2884,0.1112,0.526,0.2006,IM
1,1.8333,4.4767,0.0528,0.3154,0.3473,0.2666,0.5655,0.1938,IM
1,1.9109,4.7003,0.0435,0.1632,0.2889,0.0921,0.4307,0.2048,BCC+FCC
3,2.0476,4.1771,0.0571,0.4447,0.5345,0.2668,0.2496,0.0766,IM
1,1.75,4.3575,0.0458,0.4147,0.5215,0.2837,0.5541,0.096,IM
3,1.7317,4.7829,0.0364,0.1534,0.0934,0.0938,0.3317,0.2266,FCC
3,1.6667,4.2289,0.0378,0.3696,0.3696,0.1347,0.8499,0.1176,BCC
3,1.88,4.6627,0.0378,0.1594,0.1732,0.1141,0.2483,0.1564,IM
1,1.8571,4.5143,0.0195,0.0823,0.0601,0.1174,0.2492,0.1952,BCC+FCC
3,1.75,4.195,0.0449,0.4661,0.4293,0.1847,0.4325,0.0656,BCC
3,1.8333,4.5617,0.1078,0.452,0.2554,0.1922,0.5663,0.1107,IM
1,1.8182,4.8091,0.041,0.1552,0.1133,0.0696,0.3105,0.1987,IM
3,2.015,4.8249,0.0442,0.1797,0.2581,0.0843,0.4135,0.1773,IM
1,2.1111,4.6933,0.0598,0.2324,0.3253,0.0918,0.4816,0.1476,BCC+FCC
1,2.0909,4.6491,0.0467,0.1712,0.3768,0.1039,0.4819,0.1958,BCC+FCC
1,2.0495,4.2252,0.0141,0.0832,0.1557,0.1636,0.1784,0.1634,BCC+FCC
3,2,4.582,0.068,0.2568,0.3845,0.1377,0.4786,0.1199,FCC
1,2.4444,4.5056,0.0439,0.181,0.5395,0.1216,0.5935,0.1532,FCC
3,1.9565,4.6535,0.0529,0.2019,0.3304,0.1049,0.4943,0.205,BCC
4,1.7916,4.8374,0.03,0.1159,0.083,0.0284,0.4212,0.235,IM
4,1.6667,4.7667,0.0492,0.2324,0.0483,0.2505,0.3226,0.1327,IM
3,1.8,4.559,0.027,0.1067,0.0774,0.1377,0.2967,0.2313,IM
2,1.6667,4.2267,0.0315,0.2568,0.2551,0.1785,0.3352,0.0283,BCC
3,1.8,4.6133,0.0677,0.2626,0.3034,0.1126,0.5584,0.1982,IM
1,1.6,4.366,0.0295,0.2791,0.5237,0.1959,0.7747,0.1591,IM
3,1.9048,4.5671,0.0568,0.2627,0.3707,0.2019,0.4927,0.1922,IM
3,1.9168,4.705,0.0544,0.2185,0.3061,0.188,0.4649,0.2022,IM
3,1.85,4.536,0.1186,0.526,0.3241,0.203,0.5422,0.1116,IM
4,1.7674,4.7905,0.0452,0.178,0.1483,0.0441,0.2528,0.1749,FCC
1,1.7895,4.75,0.0722,0.3336,0.4149,0.3342,0.4025,0.2141,IM
3,1.6,4.296,0.0506,0.3236,0.2029,0.2137,0.69,0.2132,IM
3,1.75,4.2405,0.0367,0.323,0.5128,0.2,0.5047,0.0646,BCC
1,2.0909,4.5473,0.0503,0.2308,0.4496,0.2237,0.4919,0.1493,BCC
1,2,4.7788,0.0328,0.1312,0.254,0.0985,0.3617,0.1331,FCC
3,2.0501,4.802,0.0475,0.1828,0.3115,0.1389,0.4587,0.1802,BCC+FCC
3,1.6,4.216,0.0592,0.4768,0.3675,0.21,0.7733,0.2123,IM
1,1.95,4.8295,0.0458,0.1603,0.2844,0.0857,0.4939,0.2204,BCC+FCC
1,2.25,4.628,0.0485,0.1869,0.3892,0.1129,0.4593,0.1361,BCC+FCC
1,2.1,4.833,0.0511,0.1847,0.2583,0.1136,0.3677,0.1188,BCC+FCC
1,1.6,4.5305,0.044,0.1675,0.2302,0.0991,0.381,0.1524,BCC+FCC
1,1.9,4.6995,0.0421,0.1506,0.2789,0.1126,0.3237,0.0731,BCC+FCC
4,1.8,4.7725,0.0279,0.1126,0.0817,0.0273,0.3709,0.2289,FCC
3,1.6,4.7,0.0297,0.0913,0.0577,0.1043,0.2958,0.1198,FCC
4,1.65,4.75,0.0274,0.0858,0.0548,0.1023,0.304,0.1258,FCC
4,1.75,4.6475,0.0261,0.0973,0.0666,0.1267,0.3103,0.1672,FCC
3,1.5,4.388,0.0363,0.3501,0.3463,0.1341,0.4476,0.1114,BCC
4,2,4.0775,0.0392,0.4742,0.4583,0.1318,0.4022,0.0492,BCC
1,1.55,4.563,0.0476,0.1702,0.2324,0.1013,0.4134,0.1659,BCC+FCC
1,1.8,4.6045,0.0409,0.1627,0.2796,0.1054,0.4381,0.1708,BCC+FCC
1,1.7,4.637,0.0473,0.1745,0.2825,0.1076,0.4864,0.1887,BCC+FCC
1,1.75,4.6145,0.0449,0.1698,0.2809,0.0969,0.4885,0.2277,BCC+FCC
1,1.65,4.662,0.051,0.1817,0.2845,0.1076,0.5253,0.2069,BCC+FCC
1,1.9,4.6035,0.0432,0.1684,0.3221,0.1042,0.4871,0.1945,BCC+FCC
1,1.8,4.6185,0.0483,0.1816,0.325,0.1092,0.5049,0.1887,BCC+FCC
1,1.85,4.5825,0.0519,0.1916,0.3634,0.1103,0.5174,0.1834,BCC+FCC
1,1.95,4.5925,0.0472,0.178,0.3613,0.1088,0.515,0.1917,BCC+FCC
1,2.15,4.5665,0.0426,0.1613,0.3927,0.1085,0.5001,0.1766,BCC+FCC
1,1.75,4.7745,0.0566,0.1877,0.2864,0.1046,0.3993,0.1872,BCC+FCC
1,1.8,4.777,0.0528,0.1801,0.2858,0.099,0.452,0.2177,BCC+FCC
1,1.65,4.7095,0.0501,0.178,0.284,0.113,0.4947,0.1819,BCC+FCC
1,1.9,4.8195,0.0414,0.1574,0.2819,0.1061,0.477,0.1736,BCC+FCC
1,1.75,4.737,0.0466,0.1706,0.2835,0.1103,0.5164,0.1891,BCC+FCC
1,1.7,4.6735,0.0585,0.1971,0.3285,0.1124,0.5062,0.1929,BCC+FCC
1,2,4.755,0.0551,0.1887,0.367,0.1136,0.4905,0.1826,BCC+FCC
1,1.55,4.578,0.0516,0.1766,0.2363,0.1327,0.4592,0.2097,BCC+FCC
1,1.7,4.652,0.051,0.1803,0.2851,0.1183,0.54,0.238,BCC+FCC
3,2,4.834,0.0261,0.1045,0.167,0.0528,0.3367,0.1698,FCC
3,2.05,4.8055,0.0318,0.1253,0.2292,0.0711,0.331,0.1549,FCC
3,2,4.758,0.031,0.128,0.2301,0.0706,0.3904,0.188,FCC
1,2.2,4.6865,0.0495,0.1807,0.3981,0.1104,0.4241,0.1359,BCC+FCC
1,2.2,4.679,0.0485,0.1778,0.3978,0.11,0.4434,0.1504,BCC+FCC
1,2.2,4.6465,0.0465,0.1732,0.3957,0.1088,0.4432,0.1514,BCC+FCC
1,2.25,4.729,0.0477,0.1744,0.4003,0.1117,0.4555,0.1463,BCC+FCC
1,2.2,4.624,0.0437,0.1619,0.395,0.1074,0.493,0.1765,BCC+FCC
1,2,4.8105,0.0509,0.1806,0.2537,0.11,0.4479,0.176,BCC+FCC
1,2,4.792,0.0531,0.1846,0.2949,0.114,0.4613,0.1945,BCC+FCC
4,1.8,4.699,0.0305,0.1124,0.1652,0.0983,0.3071,0.1241,FCC
4,2.05,4.7555,0.0299,0.1188,0.2272,0.0807,0.3001,0.1246,FCC
4,1.85,4.6555,0.0344,0.1318,0.2275,0.1039,0.3354,0.1227,FCC
4,2.1,4.7695,0.0339,0.135,0.2781,0.0926,0.3514,0.1304,FCC
1,2.05,4.691,0.041,0.1579,0.3222,0.1107,0.3667,0.1075,BCC+FCC
4,1.8,4.7065,0.0364,0.1524,0.1855,0.1303,0.3167,0.1204,FCC
1,2.15,4.8165,0.0556,0.2056,0.3606,0.1137,0.4599,0.1244,BCC+FCC
1,2.25,4.649,0.0447,0.1792,0.3738,0.1085,0.4079,0.1214,BCC+FCC
1,2.25,4.594,0.041,0.164,0.3709,0.1067,0.4392,0.1434,BCC+FCC
1,2.25,4.7165,0.0463,0.1794,0.3781,0.1094,0.4491,0.137,BCC+FCC
3,2,4.774,0.0331,0.1693,0.1641,0.1666,0.2909,0.1419,FCC
3,2,4.824,0.0338,0.1687,0.1635,0.1658,0.328,0.1493,FCC
1,1.6,4.5805,0.0452,0.1761,0.2324,0.0965,0.3737,0.1763,BCC+FCC
1,1.8,4.7495,0.0528,0.1807,0.2844,0.1043,0.3666,0.1562,BCC+FCC
1,1.8,4.652,0.0462,0.176,0.2811,0.1004,0.367,0.1568,BCC+FCC
1,1.75,4.6595,0.0501,0.181,0.2825,0.1044,0.384,0.1602,BCC+FCC
1,1.65,4.646,0.0597,0.1966,0.3279,0.1116,0.4581,0.1493,BCC+FCC
1,1.8,4.681,0.0561,0.1936,0.3268,0.1109,0.4197,0.1611,BCC+FCC
1,1.85,4.6985,0.0548,0.1915,0.3261,0.1044,0.3949,0.1693,BCC+FCC
1,2,4.525,0.0431,0.1708,0.3532,0.104,0.4121,0.1423,BCC+FCC
1,1.55,4.503,0.0454,0.1791,0.2311,0.1087,0.3917,0.1856,BCC+FCC
1,1.75,4.6855,0.0519,0.1785,0.2377,0.1393,0.3018,0.1804,BCC+FCC
1,1.85,4.622,0.0448,0.1688,0.2788,0.1237,0.3237,0.1734,BCC+FCC
1,2,4.631,0.0445,0.1678,0.3198,0.1133,0.3521,0.1514,BCC+FCC
1,2.1,4.685,0.05,0.1807,0.3622,0.122,0.3807,0.1403,BCC+FCC
1,2,4.6725,0.0508,0.1924,0.3408,0.1218,0.384,0.0914,BCC+FCC
1,1.85,4.6905,0.0478,0.1738,0.2437,0.1387,0.3061,0.0783,BCC+FCC
1,2.1,4.7145,0.0442,0.1743,0.2894,0.1207,0.2968,0.0723,BCC+FCC
3,1.65,4.192,0.0403,0.4589,0.3937,0.1805,0.3668,0.0616,BCC
3,1.85,4.8025,0.0242,0.0919,0.0657,0.0634,0.3067,0.1646,FCC
1,1.75,4.795,0.0302,0.1172,0.0779,0.0643,0.3666,0.205,FCC
4,1.75,4.925,0.0248,0.1027,0.0623,0.0776,0.3818,0.1821,FCC
1,1.9,4.8865,0.0319,0.1377,0.1258,0.0335,0.4049,0.1953,FCC
3,1.85,4.8925,0.0342,0.133,0.0973,0.0542,0.3714,0.2065,FCC
2,1.65,4.715,0.0351,0.1578,0.0706,0.1696,0.3477,0.1307,FCC
2,1.75,4.8075,0.0328,0.1641,0.0506,0.188,0.3139,0.1365,FCC
2,1.85,4.835,0.0294,0.1585,0.0497,0.1726,0.3381,0.1463,FCC
2,1.75,4.785,0.0307,0.1627,0.05,0.1882,0.3366,0.1383,FCC
4,1.7,4.795,0.0353,0.1389,0.1021,0.1296,0.2959,0.112,FCC
4,1.95,4.8575,0.0258,0.1044,0.0834,0.0675,0.2571,0.134,FCC
3,1.75,4.715,0.0352,0.1404,0.1038,0.1219,0.2997,0.1266,FCC
3,1.9,4.785,0.0252,0.1055,0.0837,0.0812,0.3044,0.1458,FCC
3,1.9,4.855,0.0358,0.1505,0.1184,0.1025,0.3249,0.1297,FCC
3,1.9,4.79,0.0358,0.1497,0.1188,0.1034,0.3224,0.1348,FCC
3,1.95,4.8725,0.0346,0.1468,0.1181,0.0891,0.3314,0.133,FCC
4,1.95,4.5825,0.0265,0.0967,0.078,0.1792,0.2785,0.2172,FCC
2,1.9,4.7275,0.028,0.1012,0.0745,0.1638,0.2926,0.1967,FCC
3,1.8,4.6925,0.0235,0.0881,0.063,0.1059,0.3093,0.1585,FCC
4,1.95,4.5975,0.0348,0.1514,0.1248,0.1287,0.3042,0.157,FCC
3,1.8,4.65,0.0279,0.1159,0.0864,0.1218,0.3103,0.1566,FCC
4,1.9,4.8475,0.04,0.2031,0.0671,0.1842,0.3116,0.1474,FCC
4,1.95,4.7975,0.0286,0.1439,0.0754,0.1447,0.3119,0.164,FCC
3,2,4.7975,0.0267,0.105,0.0868,0.0901,0.2407,0.1483,FCC
4,2,4.73,0.0325,0.1419,0.1184,0.11,0.2986,0.1577,FCC
3,1.8,4.165,0.0384,0.6838,0.2631,0.1365,0.3951,0.0692,BCC
4,1.85,4.525,0.0306,0.1178,0.0762,0.1675,0.1648,0.1296,FCC
4,1.8,4.107,0.0393,0.4732,0.3814,0.144,0.6597,0.1124,BCC
3,1.55,4.1625,0.0424,0.5232,0.2929,0.1423,0.4537,0.1106,BCC
2,1.75,4.09,0.0393,0.7167,0.3173,0.1458,0.4174,0.0609,BCC
4,1.7,4.1015,0.0395,0.5656,0.3067,0.131,0.4077,0.0669,BCC
3,1.75,4.1025,0.0349,0.5691,0.3273,0.1287,0.4775,0.0797,BCC
3,1.6,4.1705,0.0383,0.4297,0.3238,0.134,0.5306,0.0698,BCC
3,1.55,4.201,0.0386,0.418,0.3478,0.1589,0.5462,0.0591,BCC
4,1.7,4.165,0.0399,0.4141,0.3886,0.1542,0.6449,0.0629,BCC
4,1.75,4.2285,0.0447,0.3372,0.3691,0.1746,0.4229,0.0646,BCC
3,1.95,4.0975,0.0391,0.449,0.4561,0.1408,0.4105,0.0488,BCC
3,1.95,4.1,0.0414,0.484,0.4551,0.1552,0.4693,0.0574,BCC
2,1.95,4.133,0.0458,0.4371,0.4884,0.1566,0.4095,0.0472,BCC
3,1.75,4.1815,0.0448,0.3766,0.2484,0.1383,0.3866,0.0626,BCC
4,1.75,4.1555,0.0393,0.4049,0.3338,0.1381,0.3649,0.0534,BCC
3,2,4.1035,0.0424,0.5034,0.4666,0.1566,0.5253,0.0697,BCC
2,1.8,4.14,0.0408,0.5089,0.3819,0.1383,0.4217,0.0716,BCC
4,1.75,4.1425,0.0413,0.4604,0.3614,0.1298,0.3881,0.063,BCC
4,1.75,4.1825,0.047,0.5173,0.3838,0.1495,0.3606,0.0685,BCC
