Pm,ρ,α,ad-e/n,δ-e/n,δ-Ec,Phase
3,7.7198,15.931,0.0187,0.074,0.184,FCC
3,7.8704,15.1135,0.0357,0.1393,0.1059,FCC
4,8.1424,12.3269,0.0372,0.1373,0.0633,FCC
1,7.8028,13.8476,0.035,0.1332,0.1421,FCC
3,8.4067,16.2667,0.029,0.0997,0.18,FCC
3,7.9362,13.019,0.0407,0.1493,0.0829,FCC
3,7.8939,12.4326,0.0385,0.1475,0.0753,FCC
4,8.1378,10.2,0.0505,0.1673,0.0384,FCC
3,8.0559,13.375,0.0319,0.1217,0.1402,FCC
4,7.3902,14.8853,0.032,0.132,0.1544,FCC
4,8.5433,12.9667,0.0167,0.0606,0.0153,FCC
1,7.5325,12.275,0.0566,0.2293,0.0481,FCC
3,7.7182,12.4773,0.0496,0.1956,0.0943,FCC
1,8.058,13.36,0.0325,0.1239,0.1404,FCC
2,7.8051,12.0109,0.0453,0.1798,0.0603,FCC
4,8.2683,11.7,0.0304,0.1154,0.0276,FCC
3,8.0867,15.6,0.0281,0.1013,0.1758,FCC
1,7.9625,11.8812,0.0461,0.1581,0.0625,FCC
4,7.9465,11.2,0.0415,0.1676,0.0433,FCC
4,7.9332,11.6794,0.0357,0.1478,0.105,FCC
3,7.7211,13.2702,0.0468,0.1779,0.1006,FCC
3,6.3722,15.3747,0.072,0.2695,0.1433,FCC
1,7.9822,13.6333,0.0379,0.1462,0.1496,FCC
1,7.5831,11.1923,0.058,0.2215,0.0719,IM
1,8.032,11.98,0.0782,0.2927,0.232,IM
2,7.8008,12.6886,0.0404,0.1574,0.1628,IM
1,7.9057,10.6048,0.0688,0.294,0.2362,IM
3,7.8113,13.825,0.0201,0.0805,0.1497,IM
3,7.5516,9.412,0.048,0.3727,0.2502,IM
3,7.62,12.7365,0.0509,0.1896,0.1306,IM
3,6.91,14.225,0.0524,0.1827,0.1027,IM
1,8.2228,11.0857,0.0425,0.1852,0.1587,IM
1,7.24,10.6,0.0582,0.2296,0.0886,IM
3,7.1133,13.585,0.0558,0.225,0.17,IM
3,7.8305,11.4286,0.107,0.4502,0.1711,IM
1,7.2965,12.9,0.0622,0.2702,0.266,IM
1,9.0828,11.4286,0.085,0.4144,0.3615,IM
3,9.2419,7.0975,0.0319,0.3218,0.1731,IM
4,8.6017,9.5919,0.1008,0.5372,0.2576,IM
3,7.114,10.64,0.0546,0.4468,0.2531,IM
1,9.6675,9.325,0.0874,0.5953,0.2584,IM
1,7.4689,11.1555,0.0607,0.2319,0.072,IM
2,5.682,11.04,0.0475,0.3025,0.2552,IM
3,6.7912,11.35,0.0517,0.3731,0.2836,IM
1,8.59,9.7812,0.0682,0.4013,0.3287,IM
3,7.1655,17.335,0.0311,0.1313,0.1787,IM
1,8.6723,9.85,0.0689,0.2907,0.2185,IM
3,7.2413,13.4365,0.0473,0.1725,0.0912,IM
