Pm,e/a,EWF,ad-e/n,δ-e/n,δ-ρ,δ-Ec,δ-G,δ-υ,Phase
4,1.9,4.698,0.0343,0.1443,0.2354,0.1184,0.3521,0.1293,FCC
1,2.15,4.8385,0.0457,0.1693,0.3299,0.119,0.3973,0.122,BCC+FCC
1,1.7,4.6545,0.0504,0.1817,0.2836,0.0982,0.477,0.2342,BCC+FCC
1,2.05,4.7345,0.0425,0.165,0.2854,0.1011,0.3537,0.1527,BCC+FCC
4,1.95,4.759,0.0324,0.169,0.1637,0.1751,0.3473,0.1509,FCC
1,1.6,4.638,0.0482,0.1728,0.2345,0.1028,0.4238,0.1902,BCC+FCC
2,1.75,4.132,0.0429,0.4857,0.3944,0.1576,0.7549,0.0711,BCC
1,2.0,4.6575,0.0485,0.1898,0.316,0.102,0.5268,0.1863,BCC+FCC
1,1.9,4.55,0.029,0.1127,0.076,0.1679,0.1338,0.1204,FCC
2,1.95,4.1365,0.0418,0.4258,0.4982,0.164,0.5038,0.0585,BCC
1,2.0,4.7185,0.0507,0.1759,0.3269,0.1364,0.4468,0.2026,BCC+FCC
4,1.85,4.865,0.0322,0.1609,0.0506,0.1721,0.2804,0.1359,FCC
4,1.95,4.076,0.0347,0.4569,0.4343,0.1311,0.4052,0.0495,BCC
1,2.05,4.7085,0.0422,0.1648,0.3231,0.1007,0.3911,0.1519,BCC+FCC
1,1.4,4.44,0.0502,0.1693,0.0937,0.1372,0.3403,0.2014,BCC+FCC
1,1.9,4.54,0.0317,0.1327,0.093,0.1831,0.1607,0.1336,FCC
1,1.7,4.742,0.0476,0.1994,0.1915,0.1154,0.3997,0.1279,BCC+FCC
1,1.9,4.641,0.0453,0.1735,0.2981,0.0957,0.5258,0.2244,BCC+FCC
1,2.1,4.593,0.0327,0.1367,0.2337,0.1652,0.2942,0.1665,FCC
1,1.85,4.5435,0.0441,0.1831,0.2344,0.1023,0.4691,0.2379,BCC+FCC
4,1.8,4.719,0.0336,0.1504,0.1337,0.1049,0.3524,0.1396,FCC
1,1.85,4.5125,0.0506,0.1918,0.3603,0.118,0.4872,0.1814,BCC+FCC
1,1.8,4.7295,0.0474,0.1709,0.2841,0.1022,0.5116,0.2145,BCC+FCC
4,1.9,4.8775,0.025,0.0975,0.0709,0.0239,0.3197,0.189,FCC
1,1.85,4.6745,0.0422,0.1547,0.2817,0.0887,0.5206,0.2396,BCC+FCC
1,2.2,4.669,0.0479,0.1737,0.3991,0.1268,0.4932,0.1829,BCC+FCC
1,2.05,4.6495,0.0445,0.1866,0.2306,0.0896,0.372,0.1485,BCC+FCC
1,1.9,4.636,0.0461,0.1725,0.3229,0.1016,0.4743,0.2055,BCC+FCC
1,1.95,4.7845,0.0464,0.1616,0.2845,0.1094,0.4744,0.2274,BCC+FCC
4,1.9,4.6775,0.0231,0.1063,0.0887,0.1004,0.3556,0.1892,FCC
1,2.0,4.846,0.0505,0.2011,0.2488,0.1099,0.4399,0.1476,BCC+FCC
1,1.75,4.546,0.0488,0.1958,0.2971,0.1117,0.4661,0.1836,BCC+FCC
4,1.95,4.79,0.0322,0.1304,0.1034,0.0815,0.2453,0.1263,FCC
2,1.9,4.525,0.0305,0.1262,0.091,0.1799,0.1951,0.1676,FCC
1,1.8,4.797,0.0456,0.1774,0.2557,0.1098,0.4881,0.1721,BCC+FCC
1,1.5,4.544,0.0476,0.1721,0.1298,0.1344,0.3495,0.1659,BCC+FCC
3,1.9,4.7915,0.0288,0.1137,0.1673,0.0783,0.3418,0.1619,FCC
1,1.95,4.7335,0.047,0.1718,0.3256,0.1107,0.4652,0.1704,BCC+FCC
1,1.6,4.5545,0.0507,0.1913,0.2538,0.1142,0.4283,0.1562,BCC+FCC
4,1.7,4.7575,0.0358,0.1477,0.1068,0.1224,0.3703,0.1518,FCC
1,1.85,4.582,0.0443,0.1897,0.1839,0.116,0.3795,0.2178,BCC+FCC
3,1.9,4.7475,0.0295,0.1475,0.0772,0.1536,0.3041,0.1579,FCC
1,1.95,4.5165,0.034,0.1272,0.1715,0.1845,0.2683,0.1956,FCC
1,1.55,4.6315,0.0459,0.1694,0.1827,0.1231,0.4322,0.1869,BCC+FCC
1,1.6,4.734,0.0483,0.1622,0.1772,0.1174,0.3248,0.1658,BCC+FCC
4,2.1,4.9055,0.0253,0.1107,0.2265,0.071,0.3723,0.1444,FCC
1,1.75,4.713,0.0432,0.1586,0.2332,0.1002,0.4014,0.1817,BCC+FCC
3,1.9,4.9,0.0335,0.1647,0.0592,0.1549,0.3217,0.1702,FCC
1,2.05,4.765,0.0523,0.1812,0.3666,0.1093,0.5132,0.1924,BCC+FCC
1,1.8,4.5835,0.0483,0.1798,0.3236,0.1175,0.5209,0.2332,BCC+FCC
1,1.5,4.6965,0.0469,0.1591,0.1759,0.1335,0.3816,0.1782,BCC+FCC
1,1.95,4.624,0.0323,0.1196,0.1717,0.1737,0.3302,0.2095,FCC
1,1.7,4.7495,0.0483,0.1998,0.1917,0.1157,0.3991,0.1292,BCC+FCC
2,1.85,4.8575,0.0358,0.1611,0.0833,0.1226,0.318,0.1828,FCC
2,1.9,4.101,0.0437,0.4897,0.4273,0.1433,0.4027,0.0524,BCC
1,2.05,4.726,0.0436,0.174,0.2984,0.1054,0.352,0.1084,BCC+FCC
1,1.85,4.823,0.0484,0.1772,0.2462,0.1341,0.3766,0.1335,BCC+FCC
4,1.8,4.709,0.0305,0.12,0.1674,0.0921,0.361,0.1607,FCC
3,1.85,4.58,0.1052,0.5204,0.3233,0.239,0.5941,0.1985,IM
1,1.85,4.5575,0.0309,0.1162,0.0853,0.1754,0.2859,0.2346,FCC
1,1.7,4.7245,0.0427,0.1606,0.2806,0.1174,0.415,0.1322,BCC+FCC
1,1.95,4.6215,0.031,0.1343,0.1259,0.1642,0.308,0.2011,FCC
1,1.75,4.677,0.0497,0.1822,0.2885,0.1323,0.4683,0.1628,BCC+FCC
1,1.65,4.597,0.0473,0.1787,0.2792,0.0902,0.4225,0.2364,BCC+FCC
3,2.05,4.748,0.0345,0.1777,0.2266,0.1766,0.3564,0.149,FCC
1,1.9,4.718,0.0322,0.1436,0.1956,0.0918,0.3687,0.1457,FCC
1,1.7,4.5845,0.0486,0.1737,0.2804,0.1076,0.3948,0.1322,BCC+FCC
2,1.85,4.592,0.0954,0.4543,0.3079,0.1728,0.5321,0.2062,IM
1,1.85,4.596,0.0493,0.1795,0.3255,0.1336,0.5089,0.2111,BCC+FCC
1,1.9,4.615,0.0361,0.1372,0.1005,0.182,0.229,0.1907,FCC
1,1.65,4.648,0.0475,0.1904,0.1676,0.1352,0.4863,0.2245,BCC+FCC
3,1.85,4.8565,0.0273,0.1142,0.1659,0.0886,0.3699,0.1595,FCC
1,2.15,4.675,0.0448,0.1806,0.3368,0.1001,0.3617,0.1147,BCC+FCC
2,1.75,4.835,0.0311,0.119,0.0776,0.0653,0.3441,0.1981,FCC
1,1.85,4.7795,0.0507,0.2006,0.1952,0.1307,0.4604,0.1856,BCC+FCC
1,2.2,4.629,0.0465,0.175,0.3939,0.1085,0.4035,0.1171,BCC+FCC
1,2.0,4.8095,0.0439,0.1552,0.2836,0.1099,0.477,0.2127,BCC+FCC
3,1.75,4.8075,0.0348,0.1348,0.094,0.0937,0.333,0.1729,FCC
1,2.15,4.69,0.0511,0.1825,0.3715,0.1322,0.5115,0.1729,BCC+FCC
1,2.2,4.649,0.0447,0.164,0.3969,0.1082,0.507,0.1789,BCC+FCC
1,2.1,4.533,0.0356,0.1411,0.2349,0.198,0.2918,0.1888,FCC
1,1.9,4.6915,0.0487,0.1875,0.2025,0.1341,0.2854,0.0987,BCC+FCC
1,1.8,4.7005,0.046,0.1646,0.2379,0.1247,0.3264,0.1065,BCC+FCC
1,1.85,4.5685,0.046,0.184,0.2967,0.1182,0.3673,0.0983,BCC+FCC
1,1.9,4.702,0.043,0.1612,0.2807,0.1031,0.3843,0.1536,BCC+FCC
1,1.95,4.5815,0.0335,0.139,0.1283,0.1861,0.3059,0.2164,FCC
3,1.95,4.864,0.0355,0.172,0.1624,0.1735,0.3374,0.1427,FCC
1,1.55,4.6905,0.0515,0.1798,0.2382,0.0999,0.5363,0.2449,BCC+FCC
1,1.9,4.6755,0.044,0.1666,0.2374,0.115,0.2851,0.1521,BCC+FCC
2,1.8,4.476,0.0954,0.5173,0.3201,0.2077,0.6499,0.1323,IM
3,1.95,4.109,0.0411,0.4199,0.4395,0.1293,0.2243,0.0331,BCC
3,1.8,4.496,0.0762,0.4694,0.3454,0.1706,0.632,0.121,IM
1,1.9,4.737,0.0412,0.1645,0.2522,0.1092,0.3685,0.1259,BCC+FCC
2,1.8,4.598,0.0927,0.4718,0.281,0.1856,0.6004,0.1227,IM
3,1.9,4.5755,0.0846,0.433,0.2901,0.2141,0.6288,0.1363,IM
1,1.75,4.747,0.049,0.1784,0.288,0.1388,0.4105,0.1267,BCC+FCC
4,1.9,4.7825,0.0359,0.1446,0.1099,0.0696,0.2738,0.1671,FCC
3,1.85,4.6815,0.0339,0.134,0.1755,0.1101,0.3049,0.1248,FCC
1,1.55,4.7005,0.0499,0.1687,0.2345,0.1111,0.3954,0.1497,BCC+FCC
1,1.95,4.7335,0.0486,0.1757,0.326,0.1061,0.4596,0.1861,BCC+FCC
4,2.0,4.879,0.0342,0.1433,0.1852,0.0958,0.3462,0.1341,FCC
1,1.85,4.697,0.0451,0.1649,0.2823,0.0901,0.4586,0.2274,BCC+FCC
2,1.55,4.1465,0.0413,0.5067,0.2945,0.1464,0.4876,0.109,BCC
1,1.95,4.614,0.0306,0.134,0.1267,0.1606,0.3231,0.2174,FCC
2,1.95,4.725,0.0246,0.1036,0.086,0.1003,0.2935,0.1625,FCC
1,1.6,4.473,0.0415,0.1699,0.227,0.1299,0.3506,0.1984,BCC+FCC
1,2.0,4.71,0.0488,0.172,0.365,0.1014,0.5704,0.234,BCC+FCC
1,2.0,4.7335,0.0513,0.1766,0.3269,0.1402,0.4231,0.1775,BCC+FCC
1,1.95,4.736,0.0483,0.1712,0.3265,0.1001,0.5185,0.2164,BCC+FCC
1,1.85,4.69,0.0304,0.11,0.0782,0.149,0.3046,0.2005,FCC
3,1.85,4.1075,0.044,0.485,0.4197,0.1544,0.3677,0.0446,BCC
1,1.9,4.6785,0.0475,0.172,0.3291,0.1106,0.5628,0.2502,BCC+FCC
1,1.7,4.717,0.0484,0.2004,0.1915,0.1152,0.3977,0.1317,BCC+FCC
1,1.8,4.624,0.0442,0.172,0.1945,0.12,0.4306,0.2003,BCC+FCC
3,1.85,4.607,0.0998,0.4499,0.2791,0.1975,0.6013,0.1395,IM
1,2.05,4.856,0.0441,0.1632,0.3253,0.1104,0.4323,0.1463,BCC+FCC
1,1.75,4.708,0.0484,0.1635,0.2351,0.1489,0.3568,0.1663,BCC+FCC
1,1.85,4.772,0.0445,0.1815,0.2237,0.1065,0.3785,0.1314,BCC+FCC
1,1.9,4.6785,0.0438,0.1772,0.2993,0.1187,0.3921,0.1245,BCC+FCC
2,1.9,4.87,0.0241,0.0956,0.0706,0.0235,0.3422,0.1937,FCC
2,1.65,4.1375,0.0402,0.5305,0.3183,0.1449,0.5089,0.1156,BCC
1,1.95,4.569,0.0352,0.1273,0.1719,0.1804,0.2698,0.1885,FCC
1,1.85,4.767,0.0487,0.1712,0.2834,0.105,0.4007,0.1694,BCC+FCC
1,1.8,4.6285,0.0494,0.1802,0.3249,0.1034,0.54,0.2288,BCC+FCC
4,1.95,4.674,0.0348,0.1556,0.1927,0.1172,0.3389,0.1353,FCC
1,1.9,4.5025,0.0317,0.1262,0.0963,0.2021,0.2752,0.2178,FCC
2,1.75,4.5745,0.0796,0.4324,0.2609,0.1768,0.6318,0.1412,IM
1,2.1,4.729,0.0564,0.2156,0.3348,0.0985,0.493,0.1664,BCC+FCC
1,2.05,4.6125,0.0433,0.1762,0.3375,0.1099,0.4682,0.1629,BCC+FCC
1,2.2,4.6875,0.0476,0.1789,0.3649,0.1197,0.3845,0.1174,BCC+FCC
1,1.55,4.563,0.0476,0.1702,0.2324,0.1013,0.4134,0.1659,BCC+FCC
1,2.15,4.7975,0.0491,0.1736,0.3657,0.1053,0.4664,0.1719,BCC+FCC
1,1.95,4.5835,0.041,0.1679,0.3202,0.1088,0.3702,0.1054,BCC+FCC
2,1.75,4.577,0.1034,0.539,0.2818,0.197,0.6087,0.1409,IM
4,1.85,4.744,0.0312,0.1265,0.1714,0.067,0.3869,0.206,FCC
3,1.8,4.5945,0.106,0.5581,0.3363,0.2307,0.6085,0.1267,IM
1,1.6,4.6305,0.0478,0.1762,0.2348,0.0988,0.4206,0.2046,BCC+FCC
2,1.8,4.536,0.0898,0.4683,0.3164,0.1929,0.6561,0.1318,IM
1,1.75,4.627,0.049,0.1806,0.2883,0.1313,0.5389,0.2552,BCC+FCC
1,2.15,4.701,0.0481,0.1881,0.3072,0.1144,0.3911,0.1339,BCC+FCC
3,1.9,4.6865,0.0251,0.1225,0.1204,0.0982,0.3567,0.1687,FCC
3,1.85,4.4785,0.0927,0.4874,0.313,0.1896,0.7037,0.1389,IM
1,1.85,4.7245,0.0422,0.1798,0.2231,0.1055,0.3948,0.1381,BCC+FCC
1,2.0,4.7735,0.048,0.1719,0.3258,0.108,0.4237,0.1596,BCC+FCC
1,2.2,4.624,0.0437,0.1619,0.395,0.1074,0.493,0.1765,BCC+FCC
1,2.0,4.7635,0.0491,0.1936,0.2749,0.0822,0.4144,0.1801,BCC+FCC
1,1.9,4.6335,0.0479,0.1798,0.322,0.1023,0.3872,0.1553,BCC+FCC
