Pm,e/a,EWF,ad-e/n,δ-e/n,δ-ρ,δ-Ec,δ-G,δ-υ,Phase
1,1.8571,4.6324,0.035,0.1332,0.1706,0.1421,0.3288,0.2258,FCC
3,2,4.75,0.029,0.0997,0.0789,0.18,0.2838,0.2147,FCC
3,1.83,4.7939,0.0407,0.1493,0.2116,0.0829,0.3652,0.1908,FCC
3,1.7826,4.7454,0.0385,0.1475,0.1945,0.0753,0.3821,0.2147,FCC
4,1.5556,4.8444,0.0505,0.1673,0.1042,0.0384,0.2551,0.2349,FCC
3,1.8,4.6455,0.0319,0.1217,0.0869,0.1402,0.3127,0.2378,FCC
4,1.98,4.5159,0.032,0.132,0.2246,0.1544,0.2523,0.1357,FCC
4,2,4.8833,0.0167,0.0606,0.055,0.0153,0.2894,0.1538,FCC
1,2,4.745,0.0566,0.2293,0.2386,0.0481,0.4548,0.1551,FCC
3,1.7273,4.7041,0.0496,0.1956,0.218,0.0943,0.4449,0.2102,FCC
1,1.8,4.65,0.0325,0.1239,0.0872,0.1404,0.2962,0.2306,FCC
2,1.8595,4.78,0.0453,0.1798,0.2042,0.0603,0.4278,0.2177,FCC
4,1.8333,4.8,0.0304,0.1154,0.0798,0.0276,0.2667,0.189,FCC
3,2,4.5833,0.0281,0.1013,0.0749,0.1758,0.0268,0.0988,FCC
1,1.75,4.8456,0.0461,0.1581,0.1961,0.0625,0.4174,0.2512,FCC
4,1.7674,4.7556,0.0415,0.1676,0.147,0.0433,0.3844,0.2323,FCC
4,1.8499,4.6724,0.0357,0.1478,0.1087,0.105,0.2609,0.1795,FCC
3,1.7368,4.7028,0.0468,0.1779,0.2373,0.1006,0.4336,0.1994,FCC
3,2.025,4.5723,0.072,0.2695,0.4083,0.1433,0.5,0.1184,FCC
1,1.6667,4.5722,0.0379,0.1462,0.088,0.1496,0.2259,0.1648,FCC
1,1.8462,4.7354,0.058,0.2215,0.2064,0.0719,0.4274,0.2061,IM
1,1.7,4.68,0.0782,0.2927,0.1563,0.232,0.2894,0.0953,IM
2,1.8265,4.6036,0.0404,0.1574,0.1189,0.1628,0.3192,0.2216,IM
1,1.6667,4.6743,0.0688,0.294,0.1613,0.2362,0.4418,0.2239,IM
3,1.875,4.4625,0.0201,0.0805,0.0589,0.1497,0.2339,0.1947,IM
3,1.9,4.249,0.048,0.3727,0.5771,0.2502,0.4887,0.0807,IM
3,1.7619,4.6635,0.0509,0.1896,0.2282,0.1306,0.4115,0.1867,IM
3,2,4.7325,0.0524,0.1827,0.3656,0.1027,0.5105,0.2236,IM
1,1.7143,4.7643,0.0425,0.1852,0.0852,0.1587,0.3457,0.229,IM
1,1.8333,4.63,0.0582,0.2296,0.2149,0.0886,0.4677,0.2107,IM
3,1.8462,4.5442,0.0558,0.225,0.2662,0.17,0.4545,0.202,IM
3,1.9048,4.6229,0.107,0.4502,0.332,0.1711,0.5576,0.1234,IM
1,1.8696,4.6357,0.0622,0.2702,0.3008,0.266,0.4626,0.2039,IM
1,1.8571,4.6329,0.085,0.4144,0.5143,0.3615,0.4729,0.1674,IM
3,1.6375,4.2876,0.0319,0.3218,0.4636,0.1731,0.6936,0.1135,IM
4,1.2604,4.4823,0.1008,0.5372,0.0305,0.2576,0.3182,0.0989,IM
3,2,4.172,0.0546,0.4468,0.514,0.2531,0.256,0.0725,IM
1,1.75,4.5075,0.0874,0.5953,0.4557,0.2584,0.4319,0.1129,IM
1,1.8518,4.7204,0.0607,0.2319,0.2199,0.072,0.4488,0.2061,IM
2,2,4.252,0.0475,0.3025,0.3481,0.2552,0.3465,0.0806,IM
3,2.125,4.2713,0.0517,0.3731,0.6455,0.2836,0.8154,0.1197,IM
1,1.6875,4.4325,0.0682,0.4013,0.5428,0.3287,0.5854,0.1932,IM
3,2.15,4.457,0.0311,0.1313,0.2715,0.1787,0.253,0.1212,IM
1,1.5769,4.7442,0.0689,0.2907,0.122,0.2185,0.3283,0.2019,IM
3,1.9803,4.7334,0.0473,0.1725,0.3078,0.0912,0.335,0.1447,IM
