Pm.1,ρ,α,ad-e/n,δ-e/n,δ-Ec,,Pm.2,ΔS,ad-e/n.1,ad-HD,ad-G,δ-χ,δ-EWF,δ-HD,δ-G,,Pm.3,e/a,EWF,ad-e/n.2,δ-e/n.1,δ-ρ,δ-Ec.1,δ-G.1,δ-υ,,Pm.4,ΔS.1,EWF.1,ad-e/n.3,δ-VEC,δ-EWF.1,δ-G.2,δ-G/B,,Pm.5,Ω,e/a.1,EWF.2,G,ad-e/n.4,ad-G.1,δ-e/n.2,δ-ρ.1,
4,8.2555,14.465,0.0331,0.1581,0.2127,FCC,4,10.2365,0.0331,145.95,4.037,0.0904,0.0892,0.8133,0.1137,FCC,4,1.95,4.6325,0.0331,0.1581,0.0897,0.2127,0.1137,0.0898,FCC,4,10.2365,4.6325,0.0331,0.1574,0.0892,0.1137,0.1398,FCC,4,4.6868,1.95,4.6325,83.33,0.0331,4.037,0.1581,0.0897,FCC
3,7.703,7.32,0.0411,0.4199,0.1293,BCC,3,10.1769,0.0411,43.675,4.234,0.0794,0.0413,0.374,0.2243,BCC,3,1.95,4.109,0.0411,0.4199,0.4395,0.1293,0.2243,0.0331,BCC,3,10.1769,4.109,0.0411,0.0538,0.0413,0.2243,0.1607,BCC,3,48.9561,1.95,4.109,24.21,0.0411,4.234,0.4199,0.4395,BCC
3,8.0415,7.345,0.0427,0.4426,0.1299,BCC,3,10.3061,0.0427,44.48,4.4035,0.0803,0.0427,0.3775,0.2199,BCC,3,1.95,4.1015,0.0427,0.4426,0.4454,0.1299,0.2199,0.0339,BCC,3,10.3061,4.1015,0.0427,0.0538,0.0427,0.2199,0.1608,BCC,3,48,1.95,4.1015,24.695,0.0427,4.4035,0.4426,0.4454,BCC
1,7.955,13.33,0.0468,0.1652,0.0974,BCC+FCC,1,11.217,0.0468,47.82,24.95,0.0553,0.0297,0.5949,0.3975,BCC+FCC,1,1.45,4.574,0.0468,0.1652,0.1745,0.0974,0.3975,0.1827,BCC+FCC,1,11.217,4.574,0.0468,0.2687,0.0297,0.3975,0.3352,BCC+FCC,1,2.2351,1.45,4.574,69.75,0.0468,24.95,0.1652,0.1745,BCC+FCC
1,7.7305,14.2,0.0476,0.1702,0.1013,BCC+FCC,1,11.5758,0.0476,50.445,24.3135,0.0578,0.0328,0.648,0.4134,BCC+FCC,1,1.55,4.563,0.0476,0.1702,0.2324,0.1013,0.4134,0.1659,BCC+FCC,1,11.5758,4.563,0.0476,0.3028,0.0328,0.4134,0.3219,BCC+FCC,1,3.1261,1.55,4.563,65.485,0.0476,24.3135,0.1702,0.2324,BCC+FCC
1,7.63,14.79,0.0404,0.1573,0.106,BCC+FCC,1,12.3696,0.0404,87.955,20.5125,0.0601,0.0575,0.6657,0.4767,BCC+FCC,1,1.85,4.697,0.0404,0.1573,0.2812,0.106,0.4767,0.1764,BCC+FCC,1,12.3696,4.697,0.0404,0.313,0.0575,0.4767,0.4594,BCC+FCC,1,7.0254,1.85,4.697,53.675,0.0404,20.5125,0.1573,0.2812,BCC+FCC
1,7.3675,13.215,0.0422,0.1547,0.0887,BCC+FCC,1,11.9058,0.0422,81.64,30.696,0.0642,0.0597,0.6063,0.5206,BCC+FCC,1,1.85,4.6745,0.0422,0.1547,0.2817,0.0887,0.5206,0.2396,BCC+FCC,1,11.9058,4.6745,0.0422,0.3097,0.0597,0.5206,0.5113,BCC+FCC,1,2.8433,1.85,4.6745,63.755,0.0422,30.696,0.1547,0.2817,BCC+FCC
1,7.1185,14.095,0.0494,0.1802,0.1034,BCC+FCC,1,12.8408,0.0494,82.68,30.269,0.0685,0.0578,0.7461,0.54,BCC+FCC,1,1.8,4.6285,0.0494,0.1802,0.3249,0.1034,0.54,0.2288,BCC+FCC,1,12.8408,4.6285,0.0494,0.3672,0.0578,0.54,0.4766,BCC+FCC,1,3.8971,1.8,4.6285,61.83,0.0494,30.269,0.1802,0.3249,BCC+FCC
1,7.1615,14.05,0.0484,0.1739,0.1017,BCC+FCC,1,11.7645,0.0484,92.12,29.742,0.0688,0.0616,0.7065,0.5643,BCC+FCC,1,1.85,4.671,0.0484,0.1739,0.326,0.1017,0.5643,0.2334,BCC+FCC,1,11.7645,4.671,0.0484,0.3584,0.0616,0.5643,0.5252,BCC+FCC,1,2.5462,1.85,4.671,59.43,0.0484,29.742,0.1739,0.326,BCC+FCC
1,7.622,13.695,0.0499,0.1716,0.0944,BCC+FCC,1,12.0108,0.0499,61.46,27.154,0.0697,0.0703,0.8052,0.4261,BCC+FCC,1,1.9,4.8345,0.0499,0.1716,0.285,0.0944,0.4261,0.202,BCC+FCC,1,12.0108,4.8345,0.0499,0.326,0.0703,0.4261,0.3865,BCC+FCC,1,1.991,1.9,4.8345,71.005,0.0499,27.154,0.1716,0.285,BCC+FCC
1,7.5675,15.47,0.0441,0.1632,0.1104,BCC+FCC,1,11.7645,0.0441,75.625,24.3025,0.0665,0.0703,0.8812,0.4323,BCC+FCC,1,2.05,4.856,0.0441,0.1632,0.3253,0.1104,0.4323,0.1463,BCC+FCC,1,11.7645,4.856,0.0441,0.3404,0.0703,0.4323,0.338,BCC+FCC,1,1.7742,2.05,4.856,59.675,0.0441,24.3025,0.1632,0.3253,BCC+FCC
1,7.3955,14.76,0.0511,0.1776,0.1079,BCC+FCC,1,12.8408,0.0511,74.375,27.7455,0.0709,0.0712,0.8532,0.4779,BCC+FCC,1,1.95,4.791,0.0511,0.1776,0.3274,0.1079,0.4779,0.1888,BCC+FCC,1,12.8408,4.791,0.0511,0.3587,0.0712,0.4779,0.4071,BCC+FCC,1,2.03,1.95,4.791,62.805,0.0511,27.7455,0.1776,0.3274,BCC+FCC
1,7.308,14.235,0.0521,0.1791,0.102,BCC+FCC,1,12.482,0.0521,73.375,29.555,0.0723,0.0723,0.8297,0.4806,BCC+FCC,1,1.95,4.7835,0.0521,0.1791,0.3278,0.102,0.4806,0.2077,BCC+FCC,1,12.482,4.7835,0.0521,0.3613,0.0723,0.4806,0.4205,BCC+FCC,1,1.7682,1.95,4.7835,66.165,0.0521,29.555,0.1791,0.3278,BCC+FCC
1,7.3125,14.745,0.0548,0.1888,0.1112,BCC+FCC,1,13.2758,0.0548,74.5,28.214,0.0717,0.066,0.8592,0.5183,BCC+FCC,1,1.8,4.7085,0.0548,0.1888,0.328,0.1112,0.5183,0.2045,BCC+FCC,1,13.2758,4.7085,0.0548,0.3737,0.066,0.5183,0.4415,BCC+FCC,1,3.2224,1.8,4.7085,60.78,0.0548,28.214,0.1888,0.328,BCC+FCC
1,7.08,15.13,0.0523,0.1812,0.1093,BCC+FCC,1,12.377,0.0523,84.66,28.142,0.0735,0.0738,0.8541,0.5132,BCC+FCC,1,2.05,4.765,0.0523,0.1812,0.3666,0.1093,0.5132,0.1924,BCC+FCC,1,12.377,4.765,0.0523,0.3879,0.0738,0.5132,0.4313,BCC+FCC,1,1.518,2.05,4.765,59.76,0.0523,28.142,0.1812,0.3666,BCC+FCC
1,7.157,12.585,0.0493,0.1812,0.1224,BCC+FCC,1,11.5758,0.0493,84.76,31.353,0.0693,0.0639,0.6291,0.5566,BCC+FCC,1,1.8,4.6545,0.0493,0.1812,0.2924,0.1224,0.5566,0.2484,BCC+FCC,1,11.5758,4.6545,0.0493,0.3396,0.0639,0.5566,0.5452,BCC+FCC,1,2.0551,1.8,4.6545,62.245,0.0493,31.353,0.1812,0.2924,BCC+FCC
1,7.2195,13.835,0.0482,0.181,0.125,BCC+FCC,1,12.5825,0.0482,118.35,33.245,0.0754,0.0632,0.9239,0.5081,BCC+FCC,1,1.65,4.5745,0.0482,0.181,0.2829,0.125,0.5081,0.267,BCC+FCC,1,12.5825,4.5745,0.0482,0.3462,0.0632,0.5081,0.4583,BCC+FCC,1,5.059,1.65,4.5745,69.45,0.0482,33.245,0.181,0.2829,BCC+FCC
1,7.3845,14.595,0.0484,0.1744,0.1297,BCC+FCC,1,12.5825,0.0484,123.38,29.422,0.077,0.0679,0.8416,0.5277,BCC+FCC,1,1.75,4.6245,0.0484,0.1744,0.2843,0.1297,0.5277,0.2483,BCC+FCC,1,12.5825,4.6245,0.0484,0.3355,0.0679,0.5277,0.5067,BCC+FCC,1,3.9052,1.75,4.6245,62.04,0.0484,29.422,0.1744,0.2843,BCC+FCC
1,7.628,15.25,0.0477,0.1721,0.1233,BCC+FCC,1,11.9058,0.0477,113.395,20.774,0.0716,0.0629,0.8221,0.5142,BCC+FCC,1,1.75,4.6845,0.0477,0.1721,0.2839,0.1233,0.5142,0.2009,BCC+FCC,1,11.9058,4.6845,0.0477,0.3298,0.0629,0.5142,0.508,BCC+FCC,1,5.5905,1.75,4.6845,53.44,0.0477,20.774,0.1721,0.2839,BCC+FCC
3,8.084,12.985,0.0255,0.1033,0.0523,FCC,3,11.3007,0.0255,58.325,19.291,0.0418,0.0642,0.5134,0.3155,FCC,3,2,4.7765,0.0255,0.1033,0.1669,0.0523,0.3155,0.1665,FCC,3,11.3007,4.7765,0.0255,0.1897,0.0642,0.3155,0.3325,FCC,3,4.5409,2,4.7765,70.685,0.0255,19.291,0.1033,0.1669,FCC
2,7.818,13.625,0.0269,0.1159,0.0697,FCC,2,11.6353,0.0269,67.34,23.291,0.0493,0.0642,0.5241,0.3859,FCC,2,2.05,4.7505,0.0269,0.1159,0.2283,0.0697,0.3859,0.1737,FCC,2,11.6353,4.7505,0.0269,0.2372,0.0642,0.3859,0.3891,FCC,2,3.0577,2.05,4.7505,63.79,0.0269,23.291,0.1159,0.2283,FCC
1,7.035,13.18,0.0477,0.172,0.0925,BCC+FCC,1,12.9458,0.0477,66.04,30.608,0.0704,0.0706,0.7468,0.4623,BCC+FCC,1,1.9,4.686,0.0477,0.172,0.3239,0.0925,0.4623,0.2327,BCC+FCC,1,12.9458,4.686,0.0477,0.3557,0.0706,0.4623,0.4014,BCC+FCC,1,1.8394,1.9,4.686,73.06,0.0477,30.608,0.172,0.3239,BCC+FCC
1,7.1165,15.215,0.0491,0.1736,0.1053,BCC+FCC,1,11.9774,0.0491,77.75,27.245,0.0722,0.0763,0.8514,0.4664,BCC+FCC,1,2.15,4.7975,0.0491,0.1736,0.3657,0.1053,0.4664,0.1719,BCC+FCC,1,11.9774,4.7975,0.0491,0.3783,0.0763,0.4664,0.3718,BCC+FCC,1,1.3069,2.15,4.7975,62.045,0.0491,27.245,0.1736,0.3657,BCC+FCC
1,6.979,14.785,0.0485,0.173,0.1033,BCC+FCC,1,12.9245,0.0485,78.275,28.725,0.0718,0.0751,0.805,0.4845,BCC+FCC,1,2.1,4.7325,0.0485,0.173,0.3643,0.1033,0.4845,0.1925,BCC+FCC,1,12.9245,4.7325,0.0485,0.3793,0.0751,0.4845,0.3979,BCC+FCC,1,1.505,2.1,4.7325,63.525,0.0485,28.725,0.173,0.3643,BCC+FCC
1,6.597,15.535,0.0433,0.1669,0.1085,BCC+FCC,1,11.4299,0.0433,57.98,24.521,0.0689,0.0743,0.7364,0.4061,BCC+FCC,1,2.25,4.6215,0.0433,0.1669,0.3935,0.1085,0.4061,0.1168,BCC+FCC,1,11.4299,4.6215,0.0433,0.3979,0.0743,0.4061,0.2171,BCC+FCC,1,1.335,2.25,4.6215,65.83,0.0433,24.521,0.1669,0.3935,BCC+FCC
1,6.6,15.43,0.0437,0.1619,0.1074,BCC+FCC,1,12.5945,0.0437,80.75,27.1855,0.0688,0.0697,0.7566,0.493,BCC+FCC,1,2.2,4.624,0.0437,0.1619,0.395,0.1074,0.493,0.1765,BCC+FCC,1,12.5945,4.624,0.0437,0.3916,0.0697,0.493,0.3769,BCC+FCC,1,1.5153,2.2,4.624,59.005,0.0437,27.1855,0.1619,0.395,BCC+FCC
1,6.648,15.53,0.0447,0.164,0.1082,BCC+FCC,1,12.5108,0.0447,85.9,26.58,0.0697,0.0712,0.7599,0.507,BCC+FCC,1,2.2,4.649,0.0447,0.164,0.3969,0.1082,0.507,0.1789,BCC+FCC,1,12.5108,4.649,0.0447,0.3935,0.0712,0.507,0.4029,BCC+FCC,1,1.4552,2.2,4.649,56.95,0.0447,26.58,0.164,0.3969,BCC+FCC
1,7.0395,12.5,0.0484,0.1924,0.0862,BCC+FCC,1,12.6521,0.0484,67.92,29.106,0.0738,0.059,0.5663,0.5247,BCC+FCC,1,1.95,4.6025,0.0484,0.1924,0.2855,0.0862,0.5247,0.2151,BCC+FCC,1,12.6521,4.6025,0.0484,0.3105,0.059,0.5247,0.4936,BCC+FCC,1,1.5108,1.95,4.6025,60.16,0.0484,29.106,0.1924,0.2855,BCC+FCC
1,7.174,12.3,0.0443,0.1748,0.0818,BCC+FCC,1,12.5108,0.0443,66.12,29.98,0.0693,0.0575,0.5516,0.5019,BCC+FCC,1,1.9,4.611,0.0443,0.1748,0.2681,0.0818,0.5019,0.2305,BCC+FCC,1,12.5108,4.611,0.0443,0.2928,0.0575,0.5019,0.4836,BCC+FCC,1,1.8212,1.9,4.611,64.72,0.0443,29.98,0.1748,0.2681,BCC+FCC
1,7.786,13.285,0.0474,0.1746,0.0786,BCC+FCC,1,11.6353,0.0474,86.59,28.07,0.0702,0.066,0.7164,0.4676,BCC+FCC,1,1.95,4.872,0.0474,0.1746,0.2572,0.0786,0.4676,0.2043,BCC+FCC,1,11.6353,4.872,0.0474,0.2952,0.066,0.4676,0.4678,BCC+FCC,1,1.5503,1.95,4.872,64.52,0.0474,28.07,0.1746,0.2572,BCC+FCC
1,7.13,11.905,0.0464,0.1729,0.1016,BCC+FCC,1,11.5758,0.0464,76.51,35.125,0.069,0.0666,0.682,0.4993,BCC+FCC,1,1.75,4.672,0.0464,0.1729,0.2871,0.1016,0.4993,0.2728,BCC+FCC,1,11.5758,4.672,0.0464,0.3308,0.0666,0.4993,0.479,BCC+FCC,1,1.8358,1.75,4.672,73.115,0.0464,35.125,0.1729,0.2871,BCC+FCC
1,6.9845,13.18,0.0475,0.172,0.1106,BCC+FCC,1,11.217,0.0475,89.2,32.9165,0.0703,0.0679,0.6801,0.5628,BCC+FCC,1,1.9,4.6785,0.0475,0.172,0.3291,0.1106,0.5628,0.2502,BCC+FCC,1,11.217,4.6785,0.0475,0.3533,0.0679,0.5628,0.5322,BCC+FCC,1,1.5,1.9,4.6785,63.005,0.0475,32.9165,0.172,0.3291,BCC+FCC
1,7.538,14.02,0.0464,0.1616,0.1094,BCC+FCC,1,12.2237,0.0464,107.06,29.08,0.0741,0.0746,0.8189,0.4744,BCC+FCC,1,1.95,4.7845,0.0464,0.1616,0.2845,0.1094,0.4744,0.2274,BCC+FCC,1,12.2237,4.7845,0.0464,0.3156,0.0746,0.4744,0.4696,BCC+FCC,1,1.7885,1.95,4.7845,66.12,0.0464,29.08,0.1616,0.2845,BCC+FCC
1,7.6205,14.4,0.0439,0.1552,0.1099,BCC+FCC,1,11.9058,0.0439,110.02,27.5765,0.0727,0.0735,0.784,0.477,BCC+FCC,1,2,4.8095,0.0439,0.1552,0.2836,0.1099,0.477,0.2127,BCC+FCC,1,11.9058,4.8095,0.0439,0.3077,0.0735,0.477,0.4801,BCC+FCC,1,1.7489,2,4.8095,62.415,0.0439,27.5765,0.1552,0.2836,BCC+FCC
1,8.2155,14,0.0234,0.0997,0.0855,FCC,1,10.9586,0.0234,70.24,19.45,0.0338,0.0547,0.4986,0.3516,FCC,1,1.9,4.744,0.0234,0.0997,0.1642,0.0855,0.3516,0.1462,FCC,1,10.9586,4.744,0.0234,0.1892,0.0547,0.3516,0.3723,FCC,1,13.5357,1.9,4.744,57.4,0.0234,19.45,0.0997,0.1642,FCC
3,7.9255,14.73,0.0347,0.1316,0.1053,FCC,3,12.5825,0.0347,66.7,20.2,0.0459,0.0588,0.662,0.3363,FCC,3,1.85,4.688,0.0347,0.1316,0.2278,0.1053,0.3363,0.1208,FCC,3,12.5825,4.688,0.0347,0.2573,0.0588,0.3363,0.2573,FCC,3,18.8514,1.85,4.688,61.81,0.0347,20.2,0.1316,0.2278,FCC
4,7.552,14.71,0.0307,0.1333,0.0968,FCC,4,12.1233,0.0307,68.4,21.71,0.052,0.0623,0.6081,0.3693,FCC,4,2.05,4.672,0.0307,0.1333,0.2767,0.0968,0.3693,0.139,FCC,4,12.1233,4.672,0.0307,0.2878,0.0623,0.3693,0.3065,FCC,4,4.4509,2.05,4.672,60.13,0.0307,21.71,0.1333,0.2767,FCC
1,7.398,14.275,0.0504,0.2085,0.1117,BCC+FCC,1,12.3696,0.0504,83.36,14.611,0.0747,0.0612,0.628,0.4186,BCC+FCC,1,1.95,4.675,0.0504,0.2085,0.2931,0.1117,0.4186,0.1267,BCC+FCC,1,12.3696,4.675,0.0504,0.3312,0.0612,0.4186,0.3916,BCC+FCC,1,1.7519,1.95,4.675,45.97,0.0504,14.611,0.2085,0.2931,BCC+FCC
4,7.847,13.155,0.0348,0.1556,0.1172,FCC,4,11.5758,0.0348,63.92,16.329,0.0543,0.0607,0.4336,0.3389,FCC,4,1.95,4.674,0.0348,0.1556,0.1927,0.1172,0.3389,0.1353,FCC,4,11.5758,4.674,0.0348,0.2469,0.0607,0.3389,0.3682,FCC,4,4.5431,1.95,4.674,54.285,0.0348,16.329,0.1556,0.1927,FCC
4,7.87,14.585,0.0343,0.1443,0.1184,FCC,4,11.7645,0.0343,76.6,15.045,0.0513,0.0572,0.5694,0.3521,FCC,4,1.9,4.698,0.0343,0.1443,0.2354,0.1184,0.3521,0.1293,FCC,4,11.7645,4.698,0.0343,0.2685,0.0572,0.3521,0.3565,FCC,4,12.6305,1.9,4.698,51.41,0.0343,15.045,0.1443,0.2354,FCC
1,8.076,17.075,0.0351,0.1229,0.1847,FCC,1,11.4299,0.0351,160.72,19.346,0.0942,0.0985,0.6897,0.3132,FCC,1,2,4.669,0.0351,0.1229,0.1733,0.1847,0.3132,0.2125,FCC,1,11.4299,4.669,0.0351,0.2152,0.0985,0.3132,0.4079,FCC,1,2.4254,2,4.669,64.045,0.0351,19.346,0.1229,0.1733,FCC
1,8.1475,17.02,0.0348,0.1265,0.1754,FCC,1,12.0349,0.0348,146.07,19.0425,0.0899,0.0904,0.7038,0.3337,FCC,1,1.9,4.664,0.0348,0.1265,0.1723,0.1754,0.3337,0.2053,FCC,1,12.0349,4.664,0.0348,0.2203,0.0904,0.3337,0.4433,FCC,1,4.309,1.9,4.664,58.575,0.0348,19.0425,0.1265,0.1723,FCC
1,7.1175,14.905,0.0401,0.1659,0.0995,BCC+FCC,1,12.2933,0.0401,77.82,23.4105,0.0672,0.0711,0.6602,0.4282,BCC+FCC,1,2.2,4.695,0.0401,0.1659,0.3381,0.0995,0.4282,0.1443,BCC+FCC,1,12.2933,4.695,0.0401,0.3403,0.0711,0.4282,0.3446,BCC+FCC,1,1.3996,2.2,4.695,56.055,0.0401,23.4105,0.1659,0.3381,BCC+FCC
3,7.891,13.655,0.0345,0.1777,0.1766,FCC,3,11.8937,0.0345,65.83,21.844,0.0534,0.0682,0.5566,0.3564,FCC,3,2.05,4.748,0.0345,0.1777,0.2266,0.1766,0.3564,0.149,FCC,3,11.8937,4.748,0.0345,0.2499,0.0682,0.3564,0.3396,FCC,3,2.1383,2.05,4.748,62.26,0.0345,21.844,0.1777,0.2266,FCC
1,7.5895,12.14,0.0481,0.1875,0.1073,BCC+FCC,1,11.4299,0.0481,46.12,16.7575,0.0654,0.0786,0.4596,0.2607,BCC+FCC,1,2.05,4.6915,0.0481,0.1875,0.2062,0.1073,0.2607,0.1018,BCC+FCC,1,11.4299,4.6915,0.0481,0.2853,0.0786,0.2607,0.1994,BCC+FCC,1,1.676,2.05,4.6915,69.525,0.0481,16.7575,0.1875,0.2062,BCC+FCC
1,7.5855,16.575,0.0292,0.1188,0.1726,FCC,1,12.8408,0.0292,151.85,18.353,0.0864,0.0887,0.7164,0.302,FCC,1,2.1,4.5555,0.0292,0.1188,0.228,0.1726,0.302,0.1919,FCC,1,12.8408,4.5555,0.0292,0.2433,0.0887,0.302,0.3342,FCC,1,2.3638,2.1,4.5555,67.255,0.0292,18.353,0.1188,0.228,FCC
1,7.142,13.94,0.0437,0.1711,0.1143,BCC+FCC,1,11.5758,0.0437,69.96,18.213,0.0669,0.0659,0.5107,0.4072,BCC+FCC,1,2.15,4.6385,0.0437,0.1711,0.3045,0.1143,0.4072,0.1394,BCC+FCC,1,11.5758,4.6385,0.0437,0.3167,0.0659,0.4072,0.3837,BCC+FCC,1,1.4036,2.15,4.6385,51.145,0.0437,18.213,0.1711,0.3045,BCC+FCC
1,7.94,14.475,0.0499,0.1687,0.1111,BCC+FCC,1,12.1233,0.0499,23.875,24.285,0.0616,0.0599,0.5129,0.3954,BCC+FCC,1,1.55,4.7005,0.0499,0.1687,0.2345,0.1111,0.3954,0.1497,BCC+FCC,1,12.1233,4.7005,0.0499,0.2949,0.0599,0.3954,0.2905,BCC+FCC,1,19.0663,1.55,4.7005,67.965,0.0499,24.285,0.1687,0.2345,BCC+FCC
1,7.508,14.875,0.0486,0.1737,0.1076,BCC+FCC,1,12.2525,0.0486,43.8,23.285,0.0609,0.0489,0.6169,0.3948,BCC+FCC,1,1.7,4.5845,0.0486,0.1737,0.2804,0.1076,0.3948,0.1322,BCC+FCC,1,12.2525,4.5845,0.0486,0.3324,0.0489,0.3948,0.2583,BCC+FCC,1,10.4842,1.7,4.5845,65.155,0.0486,23.285,0.1737,0.2804,BCC+FCC
